"address","suburb","land_area","price"
"56 Cromarty Road, Churchlands","Churchlands",502,1950000
"56 Crystaluna Drive, Golden Bay","Golden Bay",812,385000
"56 Dalrymple Drive, Leda","Leda",526,360000
"56 Dean Road, Jandakot","Jandakot",717,745000
"56 Dolphin Way, Beldon","Beldon",688,455000
"56 Dotterel Way, Yangebup","Yangebup",701,405000
"56 Elizabeth Street, Cloverdale","Cloverdale",511,495000
"56 Elsbury Approach, Clarkson","Clarkson",387,475000
"56 Esther Street, Eden Hill","Eden Hill",545,462000
"56 Everingham Street, Carine","Carine",708,576000
"56 Fairbairn Road, Coogee","Coogee",631,720000
"56 Fairview Drive, Waikiki","Waikiki",648,310000
"56 Ferguson Street, Middle Swan","Middle Swan",953,407300
"56 Ferndale Corner, Mindarie","Mindarie",528,730000
"56 Flowerwood Way, Huntingdale","Huntingdale",524,455000
"56 Foreshore Drive, Singleton","Singleton",809,515000
"56 Garran Loop, Henley Brook","Henley Brook",544,410000
"56 Glen Iris Drive, Jandakot","Jandakot",739,980000
"56 Glenbawn Drive, South Lake","South Lake",457,400000
"56 Gloster Street, Subiaco","Subiaco",575,2010000
"56 Goddard Street, Lathlain","Lathlain",816,787000
"56 Gradient Way, Beldon","Beldon",704,435000
"56 Gunida Street, Mullaloo","Mullaloo",812,780000
"56 Hardey East Road, Wattle Grove","Wattle Grove",550,465000
"56 Hardy Road, Ashfield","Ashfield",633,560000
"56 Jardine Street, Stirling","Stirling",733,900000
"56 Johnston Street, Mount Helena","Mount Helena",1807,460000
"56 Kardan Boulevard, Byford","Byford",450,319000
"56 Kathleen Road, Lesmurdie","Lesmurdie",1947,585000
"56 Kathleen Street, Trigg","Trigg",687,1200000
"56 Kirwan Street, Floreat","Floreat",887,1785000
"56 Lively Circle, Mirrabooka","Mirrabooka",478,500000
"56 Lombardy Street, Woodlands","Woodlands",451,885500
"56 Lowan Loop, Karawara","Karawara",512,750000
"56 Macnaughton Crescent, Kinross","Kinross",615,550000
"56 Mangrove Circuit, Banksia Grove","Banksia Grove",450,285000
"56 Margaret Street, Watermans Bay","Watermans Bay",532,885000
"56 Matheson Road, Ascot","Ascot",1181,720000
"56 Mccourt Street, West Leederville","West Leederville",409,1460000
"56 McGlinn Way, Cloverdale","Cloverdale",647,429000
"56 McKean Way, Parmelia","Parmelia",711,242000
"56 Millen Street, Mount Nasura","Mount Nasura",985,460000
"56 Monument Street, Mosman Park","Mosman Park",524,995000
"56 Moray Avenue, Floreat","Floreat",809,1590000
"56 Moreing Street, Redcliffe","Redcliffe",665,469000
"56 Newey Street, Rivervale","Rivervale",350,422000
"56 Oakdene Drive, Madeley","Madeley",443,845000
"56 Orangedale Road, Lesmurdie","Lesmurdie",964,470000
"56 Paddington Avenue, Currambine","Currambine",451,505000
"56 Parnell Avenue, Marmion","Marmion",703,870000
"56 Peelfold Glen, Golden Bay","Golden Bay",2221,575000
"56 PITTERSEN ROAD, Darlington","Darlington",2019,815000
"56 Powell Crescent, Brookdale","Brookdale",805,349000
"56 Prescott Drive, Murdoch","Murdoch",425,375000
"56 Rannoch Circle, Hamersley","Hamersley",731,725000
"56 Readshaw Road, Duncraig","Duncraig",821,755000
"56 Redgum Avenue, Bellevue","Bellevue",769,479000
"56 Rome Road, Melville","Melville",770,770000
"56 Roxburghe Drive, The Vines","The Vines",846,749450
"56 Scanlon Way, Lockridge","Lockridge",361,325000
"56 Sellafield Bend, Waikiki","Waikiki",475,372000
"56 Seurat Loop, Ashby","Ashby",200,369000
"56 Sovrano Avenue, Madeley","Madeley",565,522000
"56 Sussex Street, Spearwood","Spearwood",730,385000
"56 Sydney Street, North Perth","North Perth",348,735000
"56 Telford Crescent, Stirling","Stirling",500,830000
"56 Terelinck Crescent, Redcliffe","Redcliffe",394,390000
"56 Tokara Avenue, Henley Brook","Henley Brook",543,446000
"56 Toodyay Road, Middle Swan","Middle Swan",1014,295000
"56 Tyers Road, Roleystone","Roleystone",1974,475000
"56 Wisteria Parade, Edgewater","Edgewater",682,486000
"56 Wood Street, White Gum Valley","White Gum Valley",761,885000
"56/45 Elvire Street, Viveash","Viveash",222,215000
"565 Jacoby Street, Mahogany Creek","Mahogany Creek",1537,550000
"566 Jarrahdale Road, Jarrahdale","Jarrahdale",1143,396000
"568 Jarrahdale Road, Jarrahdale","Jarrahdale",1083,305000
"5685 Great Eastern Highway, Mundaring","Mundaring",2071,450000
"569 Safety Bay Road, Waikiki","Waikiki",885,730000
"56A Alness Street, Applecross","Applecross",569,1725000
"56A Coldwells Street, Bicton","Bicton",530,1000000
"56A South Street, Fremantle","Fremantle",340,784000
"56A Valencia Avenue, Churchlands","Churchlands",396,830000
"56A Wichmann Road, Attadale","Attadale",802,1195000
"56B Cooper Street, Madeley","Madeley",255,392500
"56B Drake Street, Bayswater","Bayswater",588,550000
"56B Marshall Way, Samson","Samson",920,425000
"56B Milton Street, Mount Hawthorn","Mount Hawthorn",500,780000
"56B Preston Point Road, East Fremantle","East Fremantle",352,870000
"57 Abbotswood Drive, Landsdale","Landsdale",660,495001
"57 Aitken Drive, Winthrop","Winthrop",732,830000
"57 Albatross Loop, Bennett Springs","Bennett Springs",544,495000
"57 Alpina Promenade, Banksia Grove","Banksia Grove",322,365000
"57 Angorra Road, Mount Nasura","Mount Nasura",1801,700000
"57 Arnott Street, Trigg","Trigg",522,830000
"57 Balboa Loop, Aubin Grove","Aubin Grove",612,628059
"57 Beaconsfield Avenue, Midvale","Midvale",908,312500
"57 Bilgoman Road, Glen Forrest","Glen Forrest",1569,489500
"57 Bindoon Loop, Huntingdale","Huntingdale",628,465000
"57 Bonnington Way, Baldivis","Baldivis",390,350000
"57 Bradford Street, Menora","Menora",804,1180000
"57 Bradley Way, Lockridge","Lockridge",729,482500
"57 Bruce Road, Wattle Grove","Wattle Grove",608,505000
"57 Calume Street, Hillman","Hillman",698,300000
"57 Cambridge Crescent, Cooloongup","Cooloongup",700,207500
"57 Camira Way, Quinns Rocks","Quinns Rocks",601,519500
"57 Carosa Road, Ashby","Ashby",648,524000
"57 Churchlands Avenue, Churchlands","Churchlands",800,1400000
"57 Clifton Street, Chidlow","Chidlow",1518,440000
"57 Colne Way, Girrawheen","Girrawheen",692,372000
"57 Conochie Crescent, Manning","Manning",596,925000
"57 Conti Road, Ashby","Ashby",384,435000
"57 Cotherstone Road, Kalamunda","Kalamunda",1029,525000
"57 East Street, Mount Hawthorn","Mount Hawthorn",377,800000
"57 Ellerby Way, Koondoola","Koondoola",692,420000
"57 Embleton Avenue, Embleton","Embleton",728,442500
"57 Esther Street, Eden Hill","Eden Hill",233,245000
"57 Ewart Street, Midvale","Midvale",665,280000
"57 Ewen Street, Scarborough","Scarborough",467,755000
"57 Exhibition Way, Cooloongup","Cooloongup",718,270000
"57 Fairbourne Approach, Butler","Butler",162,227000
"57 Feakle Bend, Ridgewood","Ridgewood",340,290000
"57 Fenchurch Street, Alexander Heights","Alexander Heights",544,545000
"57 Forrest Street, Fremantle","Fremantle",288,613000
"57 Fountain Way, Huntingdale","Huntingdale",746,350000
"57 Frederic Street, Koongamia","Koongamia",731,375000
"57 Galileo Avenue, Tapping","Tapping",576,519000
"57 Garland Road, Roleystone","Roleystone",2001,545000
"57 Garling Street, Kardinya","Kardinya",700,620000
"57 Gayford Way, Girrawheen","Girrawheen",794,260000
"57 Glen Iris Drive, Jandakot","Jandakot",608,625000
"57 Glencairn Way, Parkwood","Parkwood",748,285070
"57 Goddard Street, Lathlain","Lathlain",557,570000
"57 Gosford Meander, Ashby","Ashby",578,472000
"57 Goundrey Drive, Pearsall","Pearsall",306,490000
"57 Great Northern Highway, Midland","Midland",956,660000
"57 Gresham Street, Victoria Park","Victoria Park",338,665000
"57 GUNDARING TURN, Canning Vale","Canning Vale",585,605000
"57 Hardy Road, Ashfield","Ashfield",1151,420000
"57 Harrison Road, Mount Richon","Mount Richon",979,375000
"57 Hartung Street, Mundaring","Mundaring",1806,505000
"57 Harvey Street, Burswood","Burswood",500,915000
"57 Hellfire Drive, Darch","Darch",517,520000
"57 Henley Boulevard, Wellard","Wellard",378,400000
"57 Henning Crescent, Manning","Manning",941,885000
"57 Hinchinbrook Avenue, Ridgewood","Ridgewood",612,430000
"57 Holmes Street, Shelley","Shelley",999,550000
"57 Holmfirth Street, Menora","Menora",759,887000
"57 Houston Street, Rockingham","Rockingham",854,630000
"57 Inverness Crescent, Menora","Menora",819,1100000
"57 Jackson Avenue, Winthrop","Winthrop",718,800000
"57 Jervois Street, Dianella","Dianella",809,790000
"57 Joseph Banks Boulevard, Banksia Grove","Banksia Grove",465,370000
"57 Kawana Avenue, Maddington","Maddington",291,350000
"57 Kingswood Street, Mount Helena","Mount Helena",2003,460000
"57 Kinkuna Way, City Beach","City Beach",923,1950000
"57 Kooyong Road, Rivervale","Rivervale",717,500000
"57 Langler Street, East Victoria Park","East Victoria Park",880,580000
"57 Lannam Road, Hilbert","Hilbert",224,310000
"57 Lefroy Road, Beaconsfield","Beaconsfield",766,1340000
"57 Longhurst Way, Queens Park","Queens Park",369,492000
"57 Macnaughton Crescent, Kinross","Kinross",569,426000
"57 Markwell Avenue, Haynes","Haynes",378,165000
"57 Mary Street, Watermans Bay","Watermans Bay",1305,1350000
"57 Montebello Boulevard, Two Rocks","Two Rocks",498,551000
"57 Morundah Place, Kelmscott","Kelmscott",716,540000
"57 Mullaloo Drive, Mullaloo","Mullaloo",917,630000
"57 Orchid Avenue, Bennett Springs","Bennett Springs",480,410000
"57 Osborne Street, Joondanna","Joondanna",381,635000
"57 Otisco Crescent, Joondalup","Joondalup",804,431000
"57 Panzano Circuit, Woodvale","Woodvale",360,521750
"57 Parkway Road, Bibra Lake","Bibra Lake",718,485000
"57 Parsons Avenue, Manning","Manning",900,935000
"57 Paterson Road, Mount Nasura","Mount Nasura",1518,475000
"57 Pilbara Crescent, Jane Brook","Jane Brook",700,466000
"57 Pipeline Boulevard, Piara Waters","Piara Waters",532,567500
"57 Poseidon Road, Heathridge","Heathridge",685,470000
"57 Reserve Street, Bicton","Bicton",1012,1350000
"57 Ridge Road, Cockburn Central","Cockburn Central",649,540000
"57 Royal Melbourne Avenue, Connolly","Connolly",512,925000
"57 Sacramento Parade, Hocking","Hocking",603,590000
"57 Samson Street, Mosman Park","Mosman Park",822,1450000
"57 San Sebastian Boulevard, Port Kennedy","Port Kennedy",600,295000
"57 Scott Street, Koongamia","Koongamia",728,395000
"57 Sedgeland Way, Ascot","Ascot",200,710000
"57 Selkirk Drive, Kinross","Kinross",616,650000
"57 Shannon Road, Dianella","Dianella",735,720000
"57 Short Street, Joondanna","Joondanna",410,660000
"57 Staton Road, East Fremantle","East Fremantle",794,2060000
"57 Stortford Road, Southern River","Southern River",640,590000
"57 Sulman Road, Wembley Downs","Wembley Downs",364,780000
"57 Sundowner Meander, Banksia Grove","Banksia Grove",612,515000
"57 Thomas Street, East Cannington","East Cannington",265,340000
"57 Thorburn Avenue, Beechboro","Beechboro",350,363000
"57 Throssell Road, Swan View","Swan View",2135,575000
"57 Tijuana Road, Brookdale","Brookdale",702,375000
"57 Tokara Avenue, Henley Brook","Henley Brook",590,445000
"57 Tranquility Crescent, Aveley","Aveley",528,430000
"57 Vistula Terrace, Kelmscott","Kelmscott",809,380000
"57 Woodmore Road, Langford","Langford",720,399000
"57 Worrell Avenue, High Wycombe","High Wycombe",582,400000
"57/45 Elvire Street, Viveash","Viveash",227,220000
"571 Beach Road, Warwick","Warwick",586,530000
"576 Beach Road, Hamersley","Hamersley",748,480000
"57A Baden Street, Joondanna","Joondanna",507,713500
"57A Drummond Street, Bedford","Bedford",563,645000
"57A Duncraig Road, Applecross","Applecross",502,2250000
"57A Hamilton Street, Stirling","Stirling",320,645000
"57a Holman Street, Alfred Cove","Alfred Cove",494,781000
"57A Northwood Street, West Leederville","West Leederville",325,1300000
"57A Parsons Avenue, Manning","Manning",449,930000
"57A Shearn Crescent, Doubleview","Doubleview",494,965000
"57b East Street, Guildford","Guildford",496,649000
"58 Ashbourne Avenue, Ridgewood","Ridgewood",358,319000
"58 Atlantic Avenue, Iluka","Iluka",602,1080000
"58 Bailey Street, Trigg","Trigg",506,921600
"58 Barrington Avenue, Champion Lakes","Champion Lakes",465,214000
"58 Bessell Avenue, Como","Como",484,802000
"58 Boddington Circuit, Dianella","Dianella",647,855000
"58 Brumby Avenue, Henley Brook","Henley Brook",703,499000
"58 Brushfoot Boulevard, Success","Success",478,440000
"58 Callison Way, Koondoola","Koondoola",725,400000
"58 Camm Avenue, Bull Creek","Bull Creek",832,910000
"58 Campbell Street, Kensington","Kensington",506,788000
"58 Carr Crescent, Warwick","Warwick",748,625000
"58 Casilda Road, Duncraig","Duncraig",901,505000
"58 Castellon Crescent, Coogee","Coogee",769,825000
"58 Centennial Avenue, Bertram","Bertram",550,321500
"58 Chadwick Parade, Brookdale","Brookdale",816,380000
"58 Chivalry Way, Atwell","Atwell",608,625000
"58 Cliff Street, Marmion","Marmion",700,878000
"58 Combewood Loop, Carramar","Carramar",611,452500
"58 Connell Avenue, Martin","Martin",2025,533500
"58 Crawshaw Crescent, Manning","Manning",876,1270000
"58 Cristobal Crescent, Mindarie","Mindarie",688,638000
"58 Daly Circle, Langford","Langford",505,415500
"58 Dean Road, Jandakot","Jandakot",717,715000
"58 Diamantina Boulevard, Byford","Byford",545,496000
"58 Downey Drive, Manning","Manning",808,730000
"58 Drynan Street, Bayswater","Bayswater",423,540000
"58 East Street, Guildford","Guildford",593,532000
"58 Ellerby Way, Koondoola","Koondoola",692,415000
"58 Fowey Loop, Mindarie","Mindarie",580,498000
"58 Galaxy Way, Carlisle","Carlisle",866,900000
"58 Garland Road, Roleystone","Roleystone",2001,540000
"58 Garran Loop, Henley Brook","Henley Brook",544,440000
"58 Glen Iris Drive, Jandakot","Jandakot",739,865000
"58 Glendale Avenue, Hamersley","Hamersley",722,490000
"58 Grant Street, Cottesloe","Cottesloe",669,1720000
"58 Hampshire Street, East Victoria Park","East Victoria Park",430,696000
"58 Hampton Road, Darch","Darch",440,494000
"58 Harrington Waters Drive, Waikiki","Waikiki",600,615000
"58 Heacham Avenue, Hocking","Hocking",563,510000
"58 Houghton Drive, Carramar","Carramar",601,421000
"58 Jane Brook Drive, Jane Brook","Jane Brook",672,612000
"58 Jinda Road, Koongamia","Koongamia",710,202000
"58 Kennard Street, Kensington","Kensington",749,935000
"58 Kesiya Turn, Aubin Grove","Aubin Grove",322,420000
"58 Kimberley Street, West Leederville","West Leederville",498,1320000
"58 King Street, East Fremantle","East Fremantle",509,1525000
"58 Kingsway, Madeley","Madeley",505,545000
"58 La Fayette Boulevard, Bibra Lake","Bibra Lake",735,625000
"58 Lakeview Drive, Edgewater","Edgewater",837,650000
"58 Lanark Street, Coolbinia","Coolbinia",813,1530000
"58 Landsdale Road, Darch","Darch",341,475000
"58 Lintonmarc Drive, Redcliffe","Redcliffe",421,555000
"58 Loch Street, Nedlands","Nedlands",976,1490000
"58 Lombardy Street, Woodlands","Woodlands",901,970000
"58 Lyons Street, Cottesloe","Cottesloe",639,1650000
"58 Maida Vale Road, Maida Vale","Maida Vale",819,415000
"58 Mansfield Avenue, Butler","Butler",161,238000
"58 Mattingleys Approach, Burns Beach","Burns Beach",582,752000
"58 McCombe Avenue, Samson","Samson",764,500000
"58 McLaren Avenue, Beeliar","Beeliar",540,690000
"58 Meadowbank Gardens, Hillarys","Hillarys",847,985000
"58 Melvista Avenue, Dalkeith","Dalkeith",1015,1750000
"58 Moolyeen Road, Brentwood","Brentwood",312,605000
"58 Morgan Road, Seville Grove","Seville Grove",680,367500
"58 Oceanic Drive, Floreat","Floreat",809,2200000
"58 Paterson Street, Mundijong","Mundijong",2028,350000
"58 Peaceful Vista, Harrisdale","Harrisdale",441,587500
"58 Redwood Crescent, Melville","Melville",854,1240000
"58 Rokewood Way, Karragullen","Karragullen",1012,290000
"58 Ropele Drive, Parkwood","Parkwood",690,470000
"58 Second Avenue, Rossmoyne","Rossmoyne",474,975000
"58 Shipmaster Avenue, Alkimos","Alkimos",510,725000
"58 Silver Sands Drive, Iluka","Iluka",685,1255000
"58 Smallman Crescent, Greenwood","Greenwood",92,360000
"58 South Western Highway, Mount Richon","Mount Richon",1012,340000
"58 Third Avenue, Bassendean","Bassendean",456,610000
"58 Tibradden Circle, Ascot","Ascot",367,581500
"58 Tokara Avenue, Henley Brook","Henley Brook",622,475000
"58 Tresise Street, Carine","Carine",733,724000
"58 Vista Street, Kensington","Kensington",457,840000
"58 Wanstead Vista, Bertram","Bertram",871,520000
"58 Waterford Avenue, Waterford","Waterford",802,1700000
"58 Watsonia Road, Gooseberry Hill","Gooseberry Hill",1944,720000
"58 Wattle Drive, Beechboro","Beechboro",1005,470000
"58 Welara Circle, Henley Brook","Henley Brook",670,484000
"58 Wellaton Street, Midvale","Midvale",590,108000
"58 Wessex Street, Carine","Carine",835,720000
"58 Winterfold Road, Samson","Samson",672,505000
"58/4 Delhi Street, West Perth","West Perth",76,345000
"583 Safety Bay Road, Waikiki","Waikiki",779,435000
"58A Adderley Street, Mount Claremont","Mount Claremont",580,1050000
"58A Buxton Road, Wembley Downs","Wembley Downs",639,1412000
"58a Chadwick Street, Hilton","Hilton",818,415000
"58A Grosvenor Road, Mount Lawley","Mount Lawley",201,675000
"58a John Street, Inglewood","Inglewood",637,590000
"58A Moolyeen Road, Brentwood","Brentwood",417,662500
"58B Harper Street, Woodbridge","Woodbridge",322,465000
"58b Hillwood Avenue, Warwick","Warwick",546,425000
"58B Jenkin Street, South Fremantle","South Fremantle",335,975000
"58B Napier Street, Cottesloe","Cottesloe",408,1380000
"58B Rushton Street, Burswood","Burswood",234,475000
"58B Strickland Road, Ardross","Ardross",392,810000
"59 Aberdare Way, Warwick","Warwick",720,580000
"59 Ailsa Street, Wembley Downs","Wembley Downs",725,1105000
"59 Armagh Street, Victoria Park","Victoria Park",515,750000
"59 Atlantic Avenue, Iluka","Iluka",555,875000
"59 Belvidere Street, Belmont","Belmont",376,410000
"59 Bennett Street, Caversham","Caversham",522,416000
"59 Birdwood Avenue, Como","Como",438,810000
"59 Blackrock Avenue, Butler","Butler",237,329000
"59 Bromfield Drive, Kelmscott","Kelmscott",2041,630000
"59 Bruce Road, Wattle Grove","Wattle Grove",506,530000
"59 Calume Street, Hillman","Hillman",698,307000
"59 Cargill Street, Victoria Park","Victoria Park",280,642500
"59 Challenger Avenue, Parmelia","Parmelia",813,313000
"59 Clarkson Road, Maylands","Maylands",684,1965000
"59 Collick Street, Hilton","Hilton",365,465000
"59 Constantine Court, Thornlie","Thornlie",868,320000
"59 Cook Avenue, Hillarys","Hillarys",684,625500
"59 Coonawarra Drive, Caversham","Caversham",602,420000
"59 David Street, Maida Vale","Maida Vale",698,460000
"59 Devon Road, Swanbourne","Swanbourne",540,1510000
"59 Dickenson Way, Booragoon","Booragoon",700,820000
"59 Dunmore Circuit, Merriwa","Merriwa",587,314000
"59 East Street, Guildford","Guildford",892,550000
"59 Edencourt Drive, Southern River","Southern River",537,880000
"59 Emerald Way, Edgewater","Edgewater",764,535000
"59 Fawkner Road, Two Rocks","Two Rocks",613,545000
"59 Folland Parade, Atwell","Atwell",578,480000
"59 George Street, Kensington","Kensington",685,729888
"59 Georgetown Drive, Safety Bay","Safety Bay",698,327500
"59 Grovelands Drive, Camillo","Camillo",726,315000
"59 Gummow Way, Girrawheen","Girrawheen",688,360000
"59 Haig Street, Ashfield","Ashfield",533,400000
"59 Hardy Road, Ashfield","Ashfield",1088,550000
"59 Heacham Avenue, Hocking","Hocking",567,475000
"59 Inverness Crescent, Menora","Menora",808,940000
"59 James Spiers Drive, Wanneroo","Wanneroo",710,585000
"59 Johanson Promenade, Murdoch","Murdoch",701,650000
"59 Joondanna Drive, Joondanna","Joondanna",338,497000
"59 Kanangra Crescent, Greenwood","Greenwood",695,465000
"59 Kardan Boulevard, Byford","Byford",402,300000
"59 Katanning Street, Bayswater","Bayswater",1091,555000
"59 Kennedy Street, Alfred Cove","Alfred Cove",1071,1545000
"59 Kooralbyn Valley Crescent, Jandakot","Jandakot",640,715000
"59 Lachlan Way, Bibra Lake","Bibra Lake",724,548000
"59 Leake Street, Bayswater","Bayswater",667,717500
"59 Lively Circle, Mirrabooka","Mirrabooka",407,485000
"59 Long Island Pass, Connolly","Connolly",341,730000
"59 Mars Street, Carlisle","Carlisle",1052,755000
"59 Meridian Drive, Mullaloo","Mullaloo",730,580000
"59 Midsummer Avenue, Jindalee","Jindalee",300,459000
"59 Monaco Avenue, North Lake","North Lake",712,500000
"59 Mowbray Square, Clarkson","Clarkson",567,335000
"59 North Street, Mount Lawley","Mount Lawley",884,1186500
"59 Orelia Avenue, Orelia","Orelia",728,299000
"59 Osten Drive, Langford","Langford",435,520000
"59 Ougden Way, Medina","Medina",960,195000
"59 Parnell Avenue, Marmion","Marmion",720,835000
"59 Paterson Road, Mount Nasura","Mount Nasura",1517,517500
"59 Pearl Road, Cloverdale","Cloverdale",405,430000
"59 Rannoch Circle, Hamersley","Hamersley",700,630000
"59 Roundhouse Parade, Jindalee","Jindalee",416,640000
"59 Scaphella Avenue, Mullaloo","Mullaloo",694,680000
"59 Seagrove Boulevard, Merriwa","Merriwa",529,375000
"59 Sedgeland Way, Ascot","Ascot",200,660000
"59 Segrave Street, Gwelup","Gwelup",809,1500000
"59 SEVILLE DRIVE, Seville Grove","Seville Grove",780,280000
"59 Shepperton Drive, Butler","Butler",594,542000
"59 Simpson Drive, Padbury","Padbury",704,530000
"59 Spyglass Grove, Connolly","Connolly",260,475000
"59 St Johns Wood Boulevard, Mount Claremont","Mount Claremont",738,1610000
"59 Stratton Boulevard, Stratton","Stratton",502,333000
"59 Strickland Street, Mount Claremont","Mount Claremont",1011,1805000
"59 Summerton Road, Medina","Medina",979,270000
"59 The Ramble, Booragoon","Booragoon",826,1275000
"59 Tilton Terrace, City Beach","City Beach",898,1550000
"59 Tomah Road, Wattle Grove","Wattle Grove",602,580000
"59 Torquata Boulevard, Helena Valley","Helena Valley",694,470000
"59 Twilight Circuit, Ridgewood","Ridgewood",744,400000
"59 Villatella Gardens, Piara Waters","Piara Waters",510,472000
"59 Walter Padbury Boulevard, Padbury","Padbury",758,770000
"59 Windermere Circle, Joondalup","Joondalup",1009,810000
"59 Wooramel Way, Cooloongup","Cooloongup",685,265000
"5910 Phillips Road, Mundaring","Mundaring",2001,430000
"594 Great Northern Highway, Herne Hill","Herne Hill",2021,520000
"595 Coulston Road, Boya","Boya",1991,590000
"59A Allerton Way, Booragoon","Booragoon",333,932000
"59A Finnerty Street, Karrinyup","Karrinyup",340,680000
"59A Torquata Drive, Mirrabooka","Mirrabooka",885,333500
"59A Welwyn Avenue, Manning","Manning",450,705000
"59a West Coast Drive, Watermans Bay","Watermans Bay",912,2425000
"59B Crawford Street, East Cannington","East Cannington",253,400000
"59B Cross Street, Queens Park","Queens Park",842,450000
"59B Daly Street, South Fremantle","South Fremantle",248,975000
"59B Finnerty Street, Karrinyup","Karrinyup",411,695000
"59B Gunbower Road, Ardross","Ardross",443,728000
"59B Hale Road, Wembley Downs","Wembley Downs",434,150000
"59B Henley Road, Mount Pleasant","Mount Pleasant",444,780000
"5A Aldridge Road, Brentwood","Brentwood",357,146000
"5A Barber Place, Riverton","Riverton",450,563000
"5A Bridget Place, Shelley","Shelley",431,1200000
"5A Brindley Street, Wilson","Wilson",468,678888
"5A Carrabelle Street, Butler","Butler",203,270000
"5A Castleroy Place, Connolly","Connolly",339,490000
"5a Challenger Place, Melville","Melville",347,1100000
"5A Clement Street, Swanbourne","Swanbourne",451,1750000
"5A Climping Street, Balga","Balga",281,360000
"5A Doney Street, Alfred Cove","Alfred Cove",1017,558500
"5A Dunholme Place, Osborne Park","Osborne Park",269,420000
"5A Egham Road, Burswood","Burswood",396,600000
"5a Fenton Place, Myaree","Myaree",405,660000
"5a First Street, Bicton","Bicton",507,1065000
"5A Forbes Road, Applecross","Applecross",646,965000
"5A Forder Road, Noranda","Noranda",775,517000
"5A Freedman Road, Menora","Menora",390,560000
"5A Frobisher Avenue, Sorrento","Sorrento",524,1050000
"5A Gibson Street, Mount Pleasant","Mount Pleasant",506,1200000
"5A Gill Street, Morley","Morley",445,460000
"5A Gray Close, Kiara","Kiara",974,433000
"5A Grey Street, Fremantle","Fremantle",279,1110000
"5A Harwood Street, Hilton","Hilton",341,438000
"5a Henley Road, Mount Pleasant","Mount Pleasant",509,1290000
"5A Holmesdale Road, Woodbridge","Woodbridge",486,655000
"5A Howick Street, Burswood","Burswood",427,748000
"5A Kensington Avenue, Dianella","Dianella",438,575000
"5A King Street, Gosnells","Gosnells",639,330000
"5A Klem Avenue, Salter Point","Salter Point",412,631000
"5a Lennard Street, Marmion","Marmion",1084,1072000
"5A Lentona Road, Attadale","Attadale",407,570000
"5A Markethill Road, Ridgewood","Ridgewood",304,440000
"5A Marri Street, Wembley Downs","Wembley Downs",979,555000
"5A Mccleery Street, Beaconsfield","Beaconsfield",357,810000
"5A Mulga Place, Duncraig","Duncraig",422,610000
"5A Nash Street, Daglish","Daglish",379,660000
"5a Newry Street, Floreat","Floreat",506,875000
"5a Oswald Street, Coolbellup","Coolbellup",448,480000
"5A Pepler Avenue, Salter Point","Salter Point",380,690000
"5A Purley Crescent, Lynwood","Lynwood",479,390000
"5A Regent Way, Mount Pleasant","Mount Pleasant",494,720000
"5A Ruislip Street, West Leederville","West Leederville",243,1085000
"5A Sandalwood Avenue, Woodlands","Woodlands",384,1225000
"5A Thurlow Avenue, Yokine","Yokine",1044,658000
"5A Westbrook Street, Calista","Calista",751,262000
"5A Williams Road, Melville","Melville",437,635000
"5A Woodloes Street, Cannington","Cannington",498,780000
"5A York Street, Inglewood","Inglewood",334,585000
"5B Alexis Place, Duncraig","Duncraig",426,440000
"5B Barlow Court, Lockridge","Lockridge",585,235000
"5B Bayley Street, Woodbridge","Woodbridge",485,355000
"5B Bocaccio Court, Sorrento","Sorrento",901,750000
"5b Carroll Street, Ardross","Ardross",663,790000
"5B Coleman Place, Beckenham","Beckenham",1010,320000
"5B Coogee Street, Mount Hawthorn","Mount Hawthorn",276,1005000
"5b Dora Place, Woodvale","Woodvale",428,465000
"5B George Street, North Beach","North Beach",968,845000
"5B Glen Place, Hocking","Hocking",1080,385000
"5B Lang Street, Brentwood","Brentwood",364,560000
"5B Langdale Street, Wembley Downs","Wembley Downs",439,730000
"5B Lennard Street, Marmion","Marmion",434,1100000
"5B Marita Road, Nedlands","Nedlands",445,1000000
"5B Markethill Road, Ridgewood","Ridgewood",304,430000
"5B Martha Street, Beaconsfield","Beaconsfield",245,620000
"5B Myindee Way, Nollamara","Nollamara",200,380000
"5B Noongar Way, Riverton","Riverton",834,755500
"5B Olivia Close, Alexander Heights","Alexander Heights",578,415000
"5B Pamment Street, North Fremantle","North Fremantle",239,715000
"5C Adamson Road, Brentwood","Brentwood",774,447500
"5c Esmerelda Pass, Darch","Darch",252,420000
"5C Hampton Street, Burswood","Burswood",321,645000
"6 Abingdon Road, Swan View","Swan View",943,327000
"6 Adana Elbow, Kenwick","Kenwick",540,489000
"6 Adenia Road, Riverton","Riverton",720,525000
"6 Adler Street, Ashby","Ashby",557,538000
"6 ADLINGTON Way, The Vines","The Vines",661,570000
"6 Adonis Street, Mundijong","Mundijong",2076,395000
"6 Adriatic Rise, Coogee","Coogee",632,805000
"6 Agate Way, Maida Vale","Maida Vale",810,425000
"6 Akma Court, Maddington","Maddington",644,270000
"6 Albert Street, Bellevue","Bellevue",627,355000
"6 Alkoomie Terrace, City Beach","City Beach",223,1255000
"6 Almond Street, Guildford","Guildford",950,563000
"6 Alton Court, Rossmoyne","Rossmoyne",1496,1950000
"6 Amur Close, Beechboro","Beechboro",961,366000
