ADDRESS,BEDROOMS
"47 Jacana Circle, Gwelup",4
"47 Jackson Road, Karawara",4
"47 Jacobina Way, Forrestfield",3
"47 Jacqueline Street, Ashfield",3
"47 Jenolan Way, Merriwa",4
"47 Jinda Road, Koongamia",3
"47 Kennard Street, Kensington",4
"47 Kennedy Street, Alfred Cove",4
"47 Kenwick Road, Kenwick",4
"47 Kerwin Way, Lockridge",4
"47 King Jarrah Circle, Jarrahdale",4
"47 Kooralbyn Valley Crescent, Jandakot",4
"47 Launceston Avenue, City Beach",3
"47 Lautoka Rise, Mindarie",4
"47 Leeway Loop, Alkimos",4
"47 Lewis Jones Cross, Stratton",4
"47 Lilly Street, South Fremantle",3
"47 Longreach Parade, Coogee",5
"47 Lydon Boulevard, Atwell",4
"47 Madden Way, Parmelia",2
"47 Malleefowl Way, Alkimos",4
"47 Margaret Street, Ashfield",4
"47 Maroubra Parade, Secret Harbour",4
"47 Marshall Way, Samson",4
"47 Matson Street, Medina",3
"47 Mattingleys Approach, Burns Beach",4
"47 MERRANG Circuit, Carramar",4
"47 Minerva Loop, Success",4
"47 Monash Circle, Marangaroo",4
"47 Montebello Avenue, Heathridge",4
"47 Morrison Road, Woodbridge",3
"47 Mosedale Loop, Waikiki",4
"47 Needlewood Road, Churchlands",4
"47 Oakleaf Circle, Mirrabooka",3
"47 Oakwood Crescent, Waikiki",4
"47 Panzano Circuit, Woodvale",3
"47 Parkview Parade, Redcliffe",4
"47 Pearson Street, Ashfield",3
"47 Peel Street, Jolimont",3
"47 Penguin Road, Shoalwater",3
"47 Pensacola Avenue, Caversham",4
"47 Pissaro Crescent, Ashby",5
"47 Potts Street, Melville",3
"47 Pulchella Ramble, Banksia Grove",4
"47 Redgum Avenue, Bellevue",4
"47 Redington Drive, Butler",3
"47 Ridge Road, Cockburn Central",3
"47 Roberts Road, Lathlain",3
"47 Rosebery Street, Jolimont",3
"47 Rusthall Way, Huntingdale",4
"47 San Teodoro Avenue, Sinagra",4
"47 Savannah Way, Iluka",4
"47 Sawle Road, Hamilton Hill",4
"47 Sedgeford Road, North Beach",3
"47 Shakespeare Street, Mount Hawthorn",4
"47 Simper Crescent, White Gum Valley",3
"47 Smith Street, Highgate",2
"47 Solomon Street, Palmyra",3
"47 Starling Street, Hamilton Hill",3
"47 Surrey Street, Dianella",3
"47 Sylvan Crescent, Leeming",5
"47 Toowong Street, Bayswater",3
"47 Torquata Drive, Mirrabooka",4
"47 Toucan Way, Ballajura",4
"47 Ullinger Loop, Marangaroo",4
"47 Vincent Street, Mount Lawley",2
"47 Waimea Road, Safety Bay",4
"47 Wanaping Road, Kenwick",4
"47 Waratah Avenue, Dalkeith",4
"47 Willard Circuit, Banksia Grove",3
"47 Williton Road, Karrinyup",4
"47 Wingrove Road, Langford",3
"470 Lyon Road, Wandi",4
"470A Karrinyup Road, Gwelup",4
"471 Warwick Road, Greenwood",3
"471A Stirling Highway, Cottesloe",3
"473A Canning Highway, Melville",2
"473b Canning Highway, Melville",4
"474 Shenton Avenue, Iluka",4
"475 Crawford Road, Dianella",3
"476C Karrinyup Road, Gwelup",4
"477 Sevenoaks Street, Beckenham",3
"478 Karrinyup Road, Gwelup",3
"478 Marmion Street, Myaree",4
"479 Lakeside Drive, Joondalup",3
"479A Bickley Road, Kenwick",3
"479b Bickley Road, Kenwick",4
"47A Anzac Road, Leederville",5
"47A Appian Way, Hamersley",3
"47A Castle Road, Woodlands",2
"47A Doney Street, Alfred Cove",5
"47A Hamilton Street, Stirling",4
"47A Ionic Street, Shelley",4
"47A John Street, Inglewood",3
"47A Links Road, Ardross",4
"47A Mantua Crescent, Churchlands",3
"47A MARSH AVENUE, Manning",4
"47a Montreal Street, White Gum Valley",4
"47A Wood Street, Inglewood",3
"47B Armagh Street, Victoria Park",3
"47B Ashburton Street, East Victoria Park",4
"47B Baal Street, Palmyra",4
"47B Lamond Street, Alfred Cove",3
"47B Parkside Avenue, Mount Pleasant",4
"47B Trink Street, Cloverdale",3
"48 Abbey Green Road, Banksia Grove",4
"48 Alciston Way, Huntingdale",3
"48 Allamanda Drive, South Lake",3
"48 Amadeus Crescent, Port Kennedy",4
"48 Amethyst Crescent, Mount Richon",5
"48 Arabella Loop, North Coogee",4
"48 Archer Street, Pearsall",4
"48 Aussat Drive, Kiara",3
"48 Avila Way, Alexander Heights",4
"48 Avon Crescent, Viveash",3
"48 Banksia Terrace, Kensington",2
"48 Beedelup Loop, Bibra Lake",4
"48 Bernier Road, Shelley",4
"48 Birralee Loop, Innaloo",4
"48 Bland Street, Como",5
"48 Blencowe Street, West Leederville",4
"48 Bottlebrush Drive, Kiara",3
"48 Breaden Drive, Cooloongup",3
"48 Brilliant Rise, Stratton",3
"48 Bromley Road, Hilton",3
"48 Brumby Avenue, Henley Brook",4
"48 Caledonia Avenue, Currambine",4
"48 Calista Avenue, Calista",4
"48 Carissa Way, Forrestfield",3
"48 Carnarvon Crescent, Coolbinia",4
"48 Carrick Road, Mount Richon",4
"48 Castle Street, North Beach",2
"48 Celeste Street, Eglinton",4
"48 Coleman Crescent, Melville",3
"48 Commercial Road, Shenton Park",4
"48 Connell Avenue, Martin",4
"48 Crabtree Way, Medina",2
"48 Damepattie Drive, Two Rocks",5
"48 David Street, Maida Vale",4
"48 Diamantina Boulevard, Byford",3
"48 Doonan Road, Nedlands",3
"48 Doriot Way, Carine",4
"48 Dorney Esplanade, Champion Lakes",3
"48 Dotterel Way, East Cannington",3
"48 Dryandra Drive, Mirrabooka",6
"48 Dutton Crescent, Hamersley",3
"48 Edgefield Way, North Beach",3
"48 Edna Way, Duncraig",3
"48 Emperor Avenue, Beldon",3
"48 Endeavour Avenue, Bull Creek",4
"48 Fagin Way, Forrestfield",4
"48 Fairbairn Road, Coogee",4
"48 French Street, Ashfield",4
"48 Gallop Road, Dalkeith",4
"48 Garran Loop, Henley Brook",4
"48 Garratt Road, Bayswater",3
"48 Gillon Street, Karawara",2
"48 Gladstone Road, Rivervale",3
"48 Glasgow Way, Seville Grove",4
"48 Glen Iris Drive, Jandakot",5
"48 Gratwick Way, Koondoola",3
"48 Gummery Street, Bedford",4
"48 Hainsworth Avenue, Girrawheen",3
"48 Halesworth Parade, Butler",4
"48 Halesworth Road, Jolimont",4
"48 Hamilton Street, Cannington",4
"48 Harper Street, Woodbridge",3
"48 Helena Street, Guildford",3
"48 Heliconia Turn, Stirling",4
"48 Highlander Parade, Rockingham",4
"48 Holmfirth Street, Menora",4
"48 Hovia Terrace, Kensington",4
"48 Huntsman Terrace, Jane Brook",4
"48 Hybanthus Road, Ferndale",3
"48 Ivory Street, Noranda",3
"48 Jasmin Promenade, Byford",4
"48 Jinda Road, Koongamia",3
"48 Johnsonia Bend, Hammond Park",4
"48 Kardan Circuit, Karawara",5
"48 KINGFISHER AVENUE, Ballajura",3
"48 Kingsall Road, Attadale",4
"48 Kitchener Street, North Beach",3
"48 Lakefront Circle, The Vines",3
"48 Lilburne Road, Duncraig",4
"48 Liriope Parkway, Sinagra",4
"48 Lucich Street, Kelmscott",4
"48 Mallina Crescent, Golden Bay",3
"48 Margaret Street, Ashfield",4
"48 Marjorie Avenue, Riverton",3
"48 Marsh Avenue, Manning",3
"48 Masthead Close, Jindalee",4
"48 McFarlane Circle, Mirrabooka",3
"48 Montebello Avenue, Heathridge",4
"48 Monterey Drive, Woodvale",3
"48 Moombaki Avenue, Bertram",4
"48 Morgan Way, Girrawheen",3
"48 Mottlecah Way, Mirrabooka",3
"48 Nangkita Way, Kalamunda",4
"48 Nicholas Crescent, Hilton",4
"48 North Avenue, Bullsbrook",3
"48 North Street, Cottesloe",5
"48 Northwood Street, West Leederville",3
"48 Oceanic Drive, Floreat",3
"48 Orion Way, Marangaroo",3
"48 Osten Drive, Langford",4
"48 Owston Street, Mosman Park",4
"48 Paddington Street, North Perth",3
"48 Pearson Street, Ashfield",4
"48 Peel Street, Jolimont",3
"48 Peelfold Glen, Golden Bay",5
"48 Philip Road, Dalkeith",3
"48 Ramorine Turn, Southern River",4
"48 Roebuck Drive, Salter Point",4
"48 Rossmoyne Drive, Rossmoyne",5
"48 Salesian Court, Queens Park",4
"48 Salisbury Street, Leederville",3
"48 San Jacinta Road, Seville Grove",3
"48 Sebastian Crescent, Coolbellup",3
"48 Sinagra Way, Yangebup",4
"48 Smallman Crescent, Greenwood",3
"48 Stevens Street, Fremantle",1
"48 Strickland Street, Mount Claremont",4
"48 Tellen Street, Mullaloo",4
"48 The Crescent, Maddington",4
"48 Tokara Avenue, Henley Brook",4
"48 Torenia Way, Yangebup",3
"48 Torquata Boulevard, Helena Valley",4
"48 Treave Street, Cloverdale",3
"48 Ulcombe Street, Kenwick",3
"48 Vellum Loop, Aveley",3
"48 Viking Road, Dalkeith",4
"48 Villatella Gardens, Piara Waters",3
"48 Waikiki Road, Safety Bay",4
"48 Walanna Drive, Karawara",3
"48 Waratah Avenue, Dalkeith",4
"48 Wellard Street, Serpentine",3
"48 West Coast Drive, Marmion",3
"48 White Street, Osborne Park",3
"48 Wilkins Street, Bellevue",3
"48 Willeri Drive, Parkwood",3
"48 Wilson Street, Bassendean",4
"48 Woodbridge Drive, Cooloongup",3
"48 Yandella Promenade, Tapping",4
"48 York Street, North Perth",3
"48 Zodiac Drive, Alkimos",2
"480 Brooking Road, Mahogany Creek",3
"480 Kilburn Road, Parkerville",3
"481 Bickley Road, Kenwick",5
"481 Kingsway, Landsdale",3
"482 Marmion Street, Myaree",3
"483 Warwick Road, Greenwood",3
"484B Cambridge Street, Floreat",3
"486 Marmion Street, Myaree",4
"486A Great Eastern Highway, Greenmount",3
"487 Cambridge Street, Floreat",3
"48A Abercairn Way, Parkwood",4
"48A Challenger Place, Melville",2
"48A Joondanna Drive, Joondanna",3
"48A Mckenzie Way, Embleton",3
"48A Moojebing Street, Bayswater",3
"48A Mooro Drive, Mount Claremont",3
"48A Parkside Avenue, Mount Pleasant",4
"48A Philip Road, Dalkeith",3
"48A Powell Street, Joondanna",4
"48A Tasman Street, Mount Hawthorn",3
"48B Beach Road, Watermans Bay",2
"48B Coldwells Street, Bicton",4
"48B Davy Street, Alfred Cove",4
"48b Malcolm Street, North Beach",4
"48B Pangbourne Street, Wembley",3
"48B Pulo Road, Brentwood",2
"49 Acton Avenue, Rivervale",5
"49 Adair Parade, Coolbinia",3
"49 Alvaston Drive, Carine",3
"49 Amelia Street, Balcatta",4
"49 Appleby Drive, Darch",4
"49 Apsley Bend, Tapping",4
"49 Araluen Crescent, Bertram",4
"49 Ashley Road, Tapping",4
"49 Azelia Street, Alexander Heights",4
"49 Babbler Turn, Bennett Springs",3
"49 Balaka Way, Queens Park",5
"49 Barang Circuit, Karawara",6
"49 Barrington Avenue, Champion Lakes",3
"49 Baza Gardens, Maida Vale",3
"49 Beach Road, Marmion",4
"49 Beckworth Avenue, Kiara",3
"49 Bennett Springs Drive, Bennett Springs",4
"49 Blencowe Street, West Leederville",4
"49 Borah Court, Caversham",4
"49 Bridgewater Crescent, Karrinyup",3
"49 Broadhurst Crescent, Bateman",4
"49 Bromfield Drive, Kelmscott",3
"49 Burnett Avenue, Leeming",3
"49 Canning Highway, East Fremantle",3
"49 Cape Le Grand Avenue, Aubin Grove",4
"49 Carnegie Parade, Success",4
"49 Channel Drive, Heathridge",3
"49 Cockman Road, Greenwood",4
"49 Concord Terrace, Atwell",4
"49 Cookham Road, Lathlain",2
"49 Craigie Drive, Beldon",4
"49 Crawshaw Crescent, Manning",4
"49 Dalyup Road, Southern River",4
"49 David Street, Kensington",3
"49 Delgado Parade, Iluka",4
"49 Distinction Road, Wangara",2
"49 Donegal Road, Floreat",4
"49 Dongara Circle, Jane Brook",6
"49 Doonan Road, Nedlands",6
"49 Drummer Way, Heathridge",4
"49 Dunmore Circuit, Merriwa",4
"49 Edwards Entrance, Stratton",3
"49 Elstree Avenue, Coolbinia",3
"49 Emperor Avenue, Beldon",4
"49 Farmer Avenue, Brookdale",3
"49 Fleetwood Road, Lynwood",3
"49 Fowey Loop, Mindarie",4
"49 Garling Street, Kardinya",4
"49 Gillings Parade, Wattle Grove",4
"49 Glenbank Crescent, Kallaroo",3
"49 Glyde Road, Lesmurdie",3
"49 Gosford Meander, Ashby",4
"49 Greenfield Crescent, Caversham",4
"49 Halifax Boulevard, Mindarie",4
"49 Hampshire Drive, Quinns Rocks",4
"49 Hardey East Road, Wattle Grove",3
"49 Hartwell Parade, Jandakot",4
"49 Hefron Way, Parmelia",4
"49 Honeywell Boulevard, Mirrabooka",4
"49 Hubbard Way, Medina",2
"49 Huntingdale Crescent, Connolly",5
"49 Huntsman Terrace, Jane Brook",4
"49 Jackson Road, Karawara",3
"49 Jacqueline Street, Ashfield",3
"49 Jinda Road, Koongamia",3
"49 Jindalee Boulevard, Jindalee",4
"49 John Street, North Fremantle",3
"49 Kenton Way, Calista",2
"49 Kerwin Way, Lockridge",3
"49 Kilkenny Loop, Brookdale",4
"49 La Spezia Drive, Secret Harbour",4
"49 Lakevalley Drive, Edgewater",5
"49 Lambertia Crescent, High Wycombe",4
"49 Lateral Loop, Beldon",4
"49 Leschenault Loop, Banksia Grove",4
"49 Lincoln Road, Morley",3
"49 Liriope Parkway, Sinagra",4
"49 Longhurst Way, Queens Park",4
"49 Lynn Street, Trigg",3
"49 Mccourt Street, West Leederville",4
"49 McDonald Street, Herne Hill",3
"49 Meridian Drive, Mullaloo",4
"49 Milgun Drive, Yangebup",4
"49 Minora Road, Dalkeith",5
"49 Mitra Loop, Bennett Springs",4
"49 Monaco Avenue, North Lake",3
"49 Montebello Avenue, Heathridge",3
"49 Moojebing Street, Ashfield",4
"49 MURDOCH DRIVE, Singleton",3
"49 Needlewood Loop, Wandi",4
"49 Newry Street, Floreat",4
"49 Northmore Crescent, Winthrop",4
"49 Okehampton Road, Warnbro",6
"49 Palmerston Street, Bassendean",3
"49 Pavilion Circle, The Vines",3
"49 Peake Way, Medina",3
"49 Pitchford Avenue, Maddington",3
"49 Poets Lane, Kalamunda",3
"49 Polglase Fairway, Clarkson",4
"49 Ritchie Drive, Rockingham",3
"49 Salix Way, Forrestfield",4
"49 Samphire Road, Canning Vale",4
"49 Sandover Crescent, Winthrop",4
"49 Santa Clara Crescent, Clarkson",3
"49 Seagull Way, Yangebup",4
"49 Sellenger Avenue, Samson",4
"49 Semple Court, South Lake",4
"49 Shaftesbury Avenue, Alexander Heights",4
"49 Skeahan Street, Spearwood",4
"49 Spiderlily Mews, Karrinyup",3
"49 St Stephens Crescent, Tapping",3
"49 Stoneham Road, Attadale",4
"49 Strathclyde Circuit, Champion Lakes",4
"49 Strickland Road, Ardross",5
"49 Suffolk Street, Caversham",4
"49 Summerville Boulevard, Caversham",3
"49 Tandara Fairway, Tapping",4
"49 Terrapin Chase, East Cannington",5
"49 The Circus, Burswood",4
"49 Tissington Drive, Darch",3
"49 Tokara Avenue, Henley Brook",4
"49 Ullinger Loop, Marangaroo",4
"49 Vanderlin Crescent, Ridgewood",4
"49 Vermilion Boulevard, Hilbert",4
"49 Wanaping Road, Kenwick",3
"49 Watling Avenue, Lynwood",4
"49 Weatherley Drive, Two Rocks",5
"49 Wentletrap Way, Mullaloo",3
"49 Whimbrel Parade, Bennett Springs",4
"49 White Gum Drive, Jane Brook",4
"49 York Street, Beaconsfield",4
"495 Fitzgerald Street, North Perth",3
"495 Green Avenue, Armadale",2
"495 Samuel Street, Mount Helena",4
"496 Balfour Street, Southern River",4
"496 Canning Highway, Attadale",3
"49A First Avenue, Claremont",3
"49A Keane Street, Wembley",4
"49A Lichfield Street, Victoria Park",2
"49A Moira Avenue, Forrestfield",4
"49A Pier Street, East Fremantle",3
"49A Rushton Street, Burswood",3
"49A Wood Street, Inglewood",3
"49A Wood Street, Swanbourne",3
"49B Albert Street, Bellevue",3
"49B Sulman Road, Wembley Downs",4
"49B West Coast Drive, Watermans Bay",4
"49C Boulton Street, Dianella",3
"4a Aldercress Rise, Connolly",3
"4A Baldwin Avenue, Mount Pleasant",4
"4A Barber Place, Riverton",4
"4A Barney Street, Mount Hawthorn",3
"4A Batavia Court, Port Kennedy",3
"4A Campion Avenue, Balcatta",3
"4a Cartmell Way, Balga",4
"4a Chiswick Street, Wembley Downs",4
"4A Clune Avenue, West Leederville",3
"4A Crest Avenue, Mount Pleasant",4
"4a Custance Street, Lathlain",4
"4A Enard Place, Ardross",3
"4A Gray Court, Mahogany Creek",3
"4A Head Street, Melville",3
"4A Henrietta Street, Bayswater",3
"4A Heracles Avenue, Riverton",3
"4A Highland Rise, Piara Waters",3
"4A Jackman Street, Willagee",3
"4A Kasarina Road, Riverton",1
"4A Kings Court, Carine",3
"4A Latham Street, Alfred Cove",3
"4a Luth Avenue, Daglish",4
"4A Mahlberg Avenue, Woodlands",3
"4a Marchamley Street, Carlisle",3
"4A Noranda Avenue, Noranda",3
"4A Orana Crescent, Brentwood",4
"4A Patfield Street, Myaree",1
"4A Priscilla Avenue, Beldon",3
"4A Queenscliff Parade, Quinns Rocks",3
"4A Queenscliffe Road, Doubleview",3
"4A Strickland Road, Ardross",3
"4A Tewson Road, Camillo",3
"4A Tidewater Way, Ascot",4
"4A TORRIDON STREET, Ardross",4
"4A Unwin Crescent, Salter Point",4
"4A Veitch Street, Bayswater",4
"4A Ventnor Avenue, Mount Pleasant",4
"4A Vesta Crescent, Shelley",4
"4a View Road, Mount Pleasant",3
"4A Widdicombe Street, Myaree",4
"4B Blinco Street, Fremantle",3
"4B Cambey Way, Brentwood",3
"4B Cass Boulevard, Darch",3
"4B Dampiera Way, Ferndale",2
"4B Denny Way, Alfred Cove",5
"4B Gray Court, Mahogany Creek",3
"4B Hilo Place, Warnbro",3
"4B Mercury Street, Carlisle",4
"4B Okely Road, Carine",3
"4B Pepler Avenue, Salter Point",4
"4B Pritchard Street, Kewdale",3
"4B Queenscliff Parade, Quinns Rocks",3
"4B Rush Cove, Gwelup",3
"4B Sain Road, Coogee",3
"4B Waroonga Road, Nedlands",3
"4B Warsaw Place, Joondanna",3
"4C John Street, Mount Lawley",2
"5 Aachen Crescent, Gwelup",3
"5 Abadan Road, Southern River",4
"5 Abba Place, Merriwa",4
"5 Abingdon Road, Swan View",3
"5 Abitibi Turn, Joondalup",4
"5 Acalypha View, Yangebup",3
"5 Acapulco Way, Southern River",4
"5 Ada Street, South Fremantle",4
"5 Adelong Circuit, Merriwa",4
"5 Adelphi Street, Bayswater",3
"5 Adler Street, Ashby",4
"5 Adromeda Link, Aubin Grove",4
"5 Agathis Close, Woodvale",5
"5 Alandale Road, Greenmount",4
"5 Alstonia Way, Bennett Springs",5
"5 Altone Road, Lockridge",3
"5 Amboy Lane, Canning Vale",4
"5 Amethyst Place, Maida Vale",4
"5 Amherst Road, Woodbridge",2
"5 Andre Close, Hamilton Hill",3
"5 Anitra Court, Coogee",4
"5 Antonio Street, Coolbellup",3
"5 Apara Place, Koongamia",3
"5 Apollo Way, Carlisle",5
"5 Arbon Way, Lockridge",3
"5 Ariel Court, Alexander Heights",4
"5 Aries Court, Shelley",6
"5 Armada Close, Port Kennedy",3
"5 Armstrong Road, Wilson",4
"5 Ashfield Parade, Ashfield",4
"5 Ashurst Way, Hocking",4
"5 Athenny Way, Darch",3
"5 Atkinson Court, Stratton",3
"5 Augusta Grove, Yanchep",3
"5 Ava Court, Quinns Rocks",4
"5 Avon Crescent, Atwell",4
"5 Avon Road, Yanchep",3
"5 Ayres Road, Stoneville",3
"5 Babbler Turn, Bennett Springs",4
"5 Ballantine Road, Warwick",3
"5 Baloo Place, Koongamia",3
"5 Baltusrol Rise, Connolly",4
"5 Balwarra Way, Quinns Rocks",4
"5 Banchory Way, The Vines",4
"5 Bancombe Crescent, Ellenbrook",4
"5 Banken Court, Forrestdale",4
"5 Banksia Road, Camillo",4
"5 Banool Crescent, City Beach",4
"5 Banyan Close, Marangaroo",3
"5 Barbados Link, Langford",4
"5 Barcoo Mews, South Guildford",4
"5 Bardoc Court, Hillman",3
"5 Barnden Road, Helena Valley",4
"5 Barrington Avenue, Champion Lakes",3
"5 Barrow Crescent, North Coogee",4
"5 Barter Place, Warnbro",3
"5 Bartlett Street, Willagee",3
"5 Batavia Way, Salter Point",3
"5 Battery Road, Parkerville",4
"5 Bavich Road, Armadale",3
"5 Baxendale Way, Camillo",3
"5 Beacon Way, Singleton",4
"5 Bedford Road, Ardross",4
"5 Beechcroft Place, Camillo",4
"5 Beetzee Way, Champion Lakes",3
"5 Belcastro Way, Madeley",3
"5 Belfast Crescent, Ridgewood",4
"5 Belfry Way, Wattle Grove",4
"5 Belhus Court, Tapping",4
"5 Belmez Turn, Port Kennedy",4
"5 Belvoir Crescent, Orelia",4
"5 Benedick Road, Coolbellup",3
"5 Benowa Drive, Glen Forrest",3
"5 Berehaven Avenue, Thornlie",2
"5 Berkeley Loop, Piara Waters",4
"5 Berrington Pass, Quinns Rocks",4
"5 Berrington Trail, The Vines",4
"5 Bertie Street, Guildford",3
"5 Bibbulmun Entrance, Sinagra",4
"5 Binar Court, South Guildford",4
"5 Binstead Court, Koondoola",3
"5 Blanc Close, Caversham",4
"5 Blenheim Place, Swan View",4
"5 Blue Mountain Link, Merriwa",4
"5 Blue Wren Close, Serpentine",3
"5 Bobtail Close, Brookdale",4
"5 Bocklin Road, Ashby",4
"5 Bolderwood Drive, South Lake",3
"5 Bolton Way, Orelia",3
"5 Bond Street, Mosman Park",3
"5 Bonfield Drive, Landsdale",4
"5 Bonnard Crescent, Ashby",4
"5 Bonville Glen, Jandakot",4
"5 Boogalla Court, South Lake",4
"5 Booligal Street, Lesmurdie",3
"5 Boona Court, Karawara",3
"5 Borealis Drive, Baldivis",4
"5 Boronia Court, Greenwood",3
"5 Bossea Place, Ferndale",4
"5 Bourke View, Jane Brook",4
"5 Bourne Court, Huntingdale",4
"5 Bowood Cove, Kiara",4
"5 Boya Crescent, Boya",3
"5 Boyle Road, Ridgewood",4
"5 Boynton Gardens, Iluka",4
"5 Bradbury Place, Alexander Heights",4
"5 Bradley Court, Samson",4
"5 Bradley Way, Lockridge",3
"5 Bramwell Road, Noranda",5
"5 Brasted Way, Butler",4
"5 Brentwood Way, The Vines",4
"5 Brett Place, Gosnells",3
"5 Bridges Rise, Kiara",3
"5 Brindabella Avenue, Aubin Grove",4
"5 Brinkley Street, Cannington",3
"5 Broadway Road, Bickley",5
"5 Brooklea Place, Ferndale",5
"5 Brushfield Way, Gwelup",4
"5 Bryden Road, Carmel",3
"5 Bucat Street, Hamilton Hill",4
"5 Buchan Close, Spearwood",3
"5 Buchanan Rise, Coogee",4
"5 Bulbine Vista, Bennett Springs",4
"5 Bunter Court, Leeming",4
"5 Burdett Place, Padbury",3
"5 Burela Way, Port Kennedy",4
"5 Butson Street, Hilton",3
"5 Buttercup Crescent, High Wycombe",6
"5 Byrne Court, South Guildford",3
"5 Caffery Place, Hamilton Hill",4
"5 CALABAR COURT, Merriwa",4
"5 Calita Pass, Carramar",4
"5 Callan Close, Waterford",4
"5 Calliandra Place, Roleystone",4
"5 Calume Street, Hillman",3
"5 Calway Rise, Kiara",4
"5 Calytrix Road, Roleystone",4
"5 Camber Link, Alkimos",4
"5 Canavan Crescent, Manning",5
"5 Candlebark Place, South Lake",5
"5 Cardiff Lane, Woodbridge",3
"5 Cariati Close, Secret Harbour",4
"5 Carina Loop, Ocean Reef",5
"5 Carlindie Way, Ellenbrook",4
"5 Carlton Turn, Currambine",4
"5 Carnarvon Street, East Victoria Park",4
"5 Carr Street, Beaconsfield",4
"5 Carroll Pass, Langford",4
"5 Carstairs Court, Beechboro",3
"5 Cashmere Gardens, Ballajura",4
"5 Casitas Street, Champion Lakes",3
"5 Cassard Court, Ferndale",3
"5 Cassatt Street, Ashby",4
"5 Castle Road, Woodlands",2
"5 Catalpa Crescent, South Lake",4
"5 Catenary Court, Mullaloo",4
"5 Catlin Court, Gosnells",4
"5 Cauthern Grove, Byford",4
"5 Cavendish Way, Victoria Park",5
"5 Centaur Circle, Woodbridge",3
"5 Chambered Way, Jindalee",4
"5 Champagny Way, Secret Harbour",4
"5 Champions Court, Connolly",5
"5 Champlain Road, Secret Harbour",4
"5 Chantry Place, Kiara",3
"5 Chapel Street, Baldivis",4
"5 Charles Street, Byford",5
"5 Charleston Road, Eglinton",3
"5 Charm Way, Atwell",4
"5 Charnley Gardens, Burswood",4
"5 Charnley Link, Wanneroo",4
"5 Chase Mews, Atwell",4
"5 Cheney Loop, Secret Harbour",3
"5 Chester Street, South Fremantle",4
"5 Chianti Court, Pearsall",3
"5 Chine Place, Hamersley",4
"5 Chittawarra Court, Glen Forrest",3
"5 Chrisp Place, Yanchep",3
"5 Christina Street, Hazelmere",3
"5 Chuditch Close, Brookdale",4
"5 Cinnabar Bend, Aveley",4
"5 Clarence Street, Mount Lawley",4
"5 Clarence Street, Tuart Hill",3
"5 Claret Place, Mount Richon",5
"5 Claymore Close, Guildford",4
"5 Clipson Crescent, Mundaring",4
"5 Club Place, Cooloongup",4
"5 Clubb Court, Winthrop",4
"5 Clybucca Place, Armadale",3
"5 Clyde Court, Wanneroo",4
"5 COBINE RISE, Parmelia",3
"5 Coglan Close, Murdoch",4
"5 College Road, Gooseberry Hill",4
"5 Colleran Way, Booragoon",3
"5 Collyer Street, Belmont",3
"5 Colson Close, Hillarys",4
"5 Columba Place, Peppermint Grove",5
"5 Columbus Mews, Currambine",4
"5 Coma Place, Beldon",4
"5 Congressional Crescent, Connolly",5
"5 Connelly Way, Booragoon",4
"5 Coolga Road, Koongamia",3
"5 Coolum Mews, Jandakot",4
"5 Cootamundra Way, Maida Vale",4
"5 COOTHA COURT, Ballajura",4
"5 Corella Street, Stirling",3
"5 Cornhill Crescent, Alexander Heights",3
"5 Cortona Grove, Sinagra",4
"5 Corwin Lane, Currambine",3
"5 Cousens Street, Jarrahdale",4
"5 Cowra Turn, Aveley",4
"5 Cozens Road, Tapping",4
"5 Crab Cove, Mindarie",3
"5 Craig Place, Winthrop",5
"5 Craig Street, Wembley Downs",5
"5 Creswick Cross, Kiara",3
"5 Crisp Place, Karrinyup",4
"5 Cristata Terrace, Darch",3
"5 Crown Terrace, Coogee",3
"5 Curalo Mews, South Lake",3
"5 Curran Court, Kalamunda",5
"5 Cuvier Grove, Wanneroo",4
"5 Cyclamen Court, Wanneroo",4
"5 Cygnet Place, Forrestdale",3
"5 Cygnus Parade, Waterford",4
"5 Cygnus Road, Ascot",3
"5 Dale Street, South Fremantle",3
"5 Daleview Close, Glen Forrest",5
"5 Dalvik Avenue, Merriwa",4
"5 Damperia Green, Sinagra",3
"5 Danja Rise, Hocking",4
"5 Danti Link, Darch",4
"5 Darby Street, Bayswater",3
"5 Darius Drive, Kwinana Town Centre",3
"5 Darlot Crescent, South Perth",4
"5 Darter Close, Beeliar",3
"5 Darvel Close, Kinross",4
"5 Davey Road, Mundijong",3
"5 Davies Street, Northbridge",2
"5 Daylesford Elbow, Jane Brook",4
"5 Daytona Road, Yanchep",4
"5 Deakin Court, Kelmscott",3
"5 Deerfield Place, Iluka",4
"5 Delphi Way, Aveley",3
"5 Descanso Loop, Aubin Grove",4
"5 Desert Ash Place, Helena Valley",4
"5 Dion Place, Coolbellup",3
"5 Diploma Rise, Marangaroo",5
"5 Disney Street, Brentwood",3
"5 Dobell Street, Huntingdale",3
"5 Dobson Court, Safety Bay",4
"5 Dolan Street, Willagee",3
"5 Domain Court, Greenmount",4
"5 Donabate Road, Ridgewood",4
"5 Donavon Rise, Murdoch",4
"5 Doonan Road, Nedlands",4
"5 Doongalla Road, Attadale",3
"5 Dorandal Court, Alexander Heights",4
"5 Doyle Court, Greenwood",3
"5 Drummore Way, Bertram",4
"5 Dryandra Drive, Mirrabooka",3
"5 Drysdale Street, Innaloo",3
"5 Du Maurier Road, North Lake",3
