ADDRESS,LAND_AREA
"49 Skeahan Street, Spearwood",750
"49 Spiderlily Mews, Karrinyup",537
"49 St Stephens Crescent, Tapping",619
"49 Stoneham Road, Attadale",1113
"49 Strathclyde Circuit, Champion Lakes",375
"49 Strickland Road, Ardross",402
"49 Suffolk Street, Caversham",450
"49 Summerville Boulevard, Caversham",325
"49 Tandara Fairway, Tapping",603
"49 Terrapin Chase, East Cannington",580
"49 The Circus, Burswood",233
"49 Tissington Drive, Darch",410
"49 Tokara Avenue, Henley Brook",580
"49 Ullinger Loop, Marangaroo",504
"49 Vanderlin Crescent, Ridgewood",511
"49 Vermilion Boulevard, Hilbert",2010
"49 Wanaping Road, Kenwick",544
"49 Watling Avenue, Lynwood",688
"49 Weatherley Drive, Two Rocks",812
"49 Wentletrap Way, Mullaloo",765
"49 Whimbrel Parade, Bennett Springs",480
"49 White Gum Drive, Jane Brook",607
"49 York Street, Beaconsfield",545
"495 Fitzgerald Street, North Perth",363
"495 Green Avenue, Armadale",1215
"495 Samuel Street, Mount Helena",2166
"496 Balfour Street, Southern River",526
"496 Canning Highway, Attadale",420
"49A First Avenue, Claremont",306
"49A Keane Street, Wembley",544
"49A Lichfield Street, Victoria Park",259
"49A Moira Avenue, Forrestfield",441
"49A Pier Street, East Fremantle",466
"49A Rushton Street, Burswood",276
"49A Wood Street, Inglewood",270
"49A Wood Street, Swanbourne",354
"49B Albert Street, Bellevue",746
"49B Sulman Road, Wembley Downs",663
"49B West Coast Drive, Watermans Bay",454
"49C Boulton Street, Dianella",925
"4a Aldercress Rise, Connolly",355
"4A Baldwin Avenue, Mount Pleasant",455
"4A Barber Place, Riverton",501
"4A Barney Street, Mount Hawthorn",735
"4A Batavia Court, Port Kennedy",1100
"4A Campion Avenue, Balcatta",253
"4a Cartmell Way, Balga",283
"4a Chiswick Street, Wembley Downs",750
"4A Clune Avenue, West Leederville",307
"4A Crest Avenue, Mount Pleasant",515
"4a Custance Street, Lathlain",477
"4A Enard Place, Ardross",395
"4A Gray Court, Mahogany Creek",938
"4A Head Street, Melville",494
"4A Henrietta Street, Bayswater",287
"4A Heracles Avenue, Riverton",576
"4A Highland Rise, Piara Waters",304
"4A Jackman Street, Willagee",518
"4A Kasarina Road, Riverton",445
"4A Kings Court, Carine",914
"4A Latham Street, Alfred Cove",448
"4a Luth Avenue, Daglish",472
"4A Mahlberg Avenue, Woodlands",239
"4a Marchamley Street, Carlisle",416
"4A Noranda Avenue, Noranda",320
"4A Orana Crescent, Brentwood",450
"4A Patfield Street, Myaree",1020
"4A Priscilla Avenue, Beldon",457
"4A Queenscliff Parade, Quinns Rocks",388
"4A Queenscliffe Road, Doubleview",927
"4A Strickland Road, Ardross",574
"4A Tewson Road, Camillo",272
"4A Tidewater Way, Ascot",348
"4A TORRIDON STREET, Ardross",435
"4A Unwin Crescent, Salter Point",552
"4A Veitch Street, Bayswater",432
"4A Ventnor Avenue, Mount Pleasant",510
"4A Vesta Crescent, Shelley",499
"4a View Road, Mount Pleasant",503
"4A Widdicombe Street, Myaree",452
"4B Blinco Street, Fremantle",231
"4B Cambey Way, Brentwood",394
"4B Cass Boulevard, Darch",333
"4B Dampiera Way, Ferndale",988
"4B Denny Way, Alfred Cove",495
"4B Gray Court, Mahogany Creek",1062
"4B Hilo Place, Warnbro",474
"4B Mercury Street, Carlisle",269
"4B Okely Road, Carine",917
"4B Pepler Avenue, Salter Point",506
"4B Pritchard Street, Kewdale",357
"4B Queenscliff Parade, Quinns Rocks",411
"4B Rush Cove, Gwelup",290
"4B Sain Road, Coogee",350
"4B Waroonga Road, Nedlands",504
"4B Warsaw Place, Joondanna",209
"4C John Street, Mount Lawley",231
"5 Aachen Crescent, Gwelup",414
"5 Abadan Road, Southern River",510
"5 Abba Place, Merriwa",750
"5 Abingdon Road, Swan View",703
"5 Abitibi Turn, Joondalup",704
"5 Acalypha View, Yangebup",887
"5 Acapulco Way, Southern River",540
"5 Ada Street, South Fremantle",413
"5 Adelong Circuit, Merriwa",450
"5 Adelphi Street, Bayswater",727
"5 Adler Street, Ashby",642
"5 Adromeda Link, Aubin Grove",729
"5 Agathis Close, Woodvale",730
"5 Alandale Road, Greenmount",979
"5 Alstonia Way, Bennett Springs",568
"5 Altone Road, Lockridge",730
"5 Amboy Lane, Canning Vale",723
"5 Amethyst Place, Maida Vale",566
"5 Amherst Road, Woodbridge",457
"5 Andre Close, Hamilton Hill",352
"5 Anitra Court, Coogee",784
"5 Antonio Street, Coolbellup",688
"5 Apara Place, Koongamia",743
"5 Apollo Way, Carlisle",885
"5 Arbon Way, Lockridge",805
"5 Ariel Court, Alexander Heights",765
"5 Aries Court, Shelley",931
"5 Armada Close, Port Kennedy",694
"5 Armstrong Road, Wilson",810
"5 Ashfield Parade, Ashfield",1559
"5 Ashurst Way, Hocking",544
"5 Athenny Way, Darch",251
"5 Atkinson Court, Stratton",513
"5 Augusta Grove, Yanchep",705
"5 Ava Court, Quinns Rocks",809
"5 Avon Crescent, Atwell",677
"5 Avon Road, Yanchep",358
"5 Ayres Road, Stoneville",1800
"5 Babbler Turn, Bennett Springs",473
"5 Ballantine Road, Warwick",735
"5 Baloo Place, Koongamia",779
"5 Baltusrol Rise, Connolly",746
"5 Balwarra Way, Quinns Rocks",809
"5 Banchory Way, The Vines",700
"5 Bancombe Crescent, Ellenbrook",438
"5 Banken Court, Forrestdale",828
"5 Banksia Road, Camillo",701
"5 Banool Crescent, City Beach",868
"5 Banyan Close, Marangaroo",582
"5 Barbados Link, Langford",431
"5 Barcoo Mews, South Guildford",510
"5 Bardoc Court, Hillman",699
"5 Barnden Road, Helena Valley",587
"5 Barrington Avenue, Champion Lakes",404
"5 Barrow Crescent, North Coogee",370
"5 Barter Place, Warnbro",769
"5 Bartlett Street, Willagee",731
"5 Batavia Way, Salter Point",728
"5 Battery Road, Parkerville",1012
"5 Bavich Road, Armadale",700
"5 Baxendale Way, Camillo",700
"5 Beacon Way, Singleton",600
"5 Bedford Road, Ardross",1018
"5 Beechcroft Place, Camillo",698
"5 Beetzee Way, Champion Lakes",894
"5 Belcastro Way, Madeley",491
"5 Belfast Crescent, Ridgewood",585
"5 Belfry Way, Wattle Grove",646
"5 Belhus Court, Tapping",616
"5 Belmez Turn, Port Kennedy",604
"5 Belvoir Crescent, Orelia",651
"5 Benedick Road, Coolbellup",286
"5 Benowa Drive, Glen Forrest",1853
"5 Berehaven Avenue, Thornlie",890
"5 Berkeley Loop, Piara Waters",537
"5 Berrington Pass, Quinns Rocks",781
"5 Berrington Trail, The Vines",1100
"5 Bertie Street, Guildford",364
"5 Bibbulmun Entrance, Sinagra",554
"5 Binar Court, South Guildford",703
"5 Binstead Court, Koondoola",692
"5 Blanc Close, Caversham",512
"5 Blenheim Place, Swan View",963
"5 Blue Mountain Link, Merriwa",500
"5 Blue Wren Close, Serpentine",1999
"5 Bobtail Close, Brookdale",974
"5 Bocklin Road, Ashby",606
"5 Bolderwood Drive, South Lake",753
"5 Bolton Way, Orelia",724
"5 Bond Street, Mosman Park",416
"5 Bonfield Drive, Landsdale",698
"5 Bonnard Crescent, Ashby",559
"5 Bonville Glen, Jandakot",590
"5 Boogalla Court, South Lake",550
"5 Booligal Street, Lesmurdie",1089
"5 Boona Court, Karawara",576
"5 Borealis Drive, Baldivis",540
"5 Boronia Court, Greenwood",1114
"5 Bossea Place, Ferndale",742
"5 Bourke View, Jane Brook",879
"5 Bourne Court, Huntingdale",823
"5 Bowood Cove, Kiara",592
"5 Boya Crescent, Boya",2418
"5 Boyle Road, Ridgewood",544
"5 Boynton Gardens, Iluka",516
"5 Bradbury Place, Alexander Heights",683
"5 Bradley Court, Samson",733
"5 Bradley Way, Lockridge",711
"5 Bramwell Road, Noranda",700
"5 Brasted Way, Butler",544
"5 Brentwood Way, The Vines",755
"5 Brett Place, Gosnells",926
"5 Bridges Rise, Kiara",476
"5 Brindabella Avenue, Aubin Grove",647
"5 Brinkley Street, Cannington",1070
"5 Broadway Road, Bickley",2023
"5 Brooklea Place, Ferndale",782
"5 Brushfield Way, Gwelup",535
"5 Bryden Road, Carmel",1435
"5 Bucat Street, Hamilton Hill",717
"5 Buchan Close, Spearwood",718
"5 Buchanan Rise, Coogee",702
"5 Bulbine Vista, Bennett Springs",544
"5 Bunter Court, Leeming",881
"5 Burdett Place, Padbury",756
"5 Burela Way, Port Kennedy",683
"5 Butson Street, Hilton",643
"5 Buttercup Crescent, High Wycombe",624
"5 Byrne Court, South Guildford",500
"5 Caffery Place, Hamilton Hill",778
"5 CALABAR COURT, Merriwa",657
"5 Calita Pass, Carramar",647
"5 Callan Close, Waterford",802
"5 Calliandra Place, Roleystone",1502
"5 Calume Street, Hillman",685
"5 Calway Rise, Kiara",642
"5 Calytrix Road, Roleystone",1939
"5 Camber Link, Alkimos",560
"5 Canavan Crescent, Manning",909
"5 Candlebark Place, South Lake",717
"5 Cardiff Lane, Woodbridge",276
"5 Cariati Close, Secret Harbour",600
"5 Carina Loop, Ocean Reef",796
"5 Carlindie Way, Ellenbrook",600
"5 Carlton Turn, Currambine",607
"5 Carnarvon Street, East Victoria Park",363
"5 Carr Street, Beaconsfield",999
"5 Carroll Pass, Langford",507
"5 Carstairs Court, Beechboro",734
"5 Cashmere Gardens, Ballajura",621
"5 Casitas Street, Champion Lakes",375
"5 Cassard Court, Ferndale",796
"5 Cassatt Street, Ashby",573
"5 Castle Road, Woodlands",850
"5 Catalpa Crescent, South Lake",706
"5 Catenary Court, Mullaloo",722
"5 Catlin Court, Gosnells",800
"5 Cauthern Grove, Byford",540
"5 Cavendish Way, Victoria Park",236
"5 Centaur Circle, Woodbridge",347
"5 Chambered Way, Jindalee",375
"5 Champagny Way, Secret Harbour",536
"5 Champions Court, Connolly",711
"5 Champlain Road, Secret Harbour",576
"5 Chantry Place, Kiara",497
"5 Chapel Street, Baldivis",576
"5 Charles Street, Byford",1046
"5 Charleston Road, Eglinton",375
"5 Charm Way, Atwell",669
"5 Charnley Gardens, Burswood",383
"5 Charnley Link, Wanneroo",602
"5 Chase Mews, Atwell",846
"5 Cheney Loop, Secret Harbour",375
"5 Chester Street, South Fremantle",391
"5 Chianti Court, Pearsall",223
"5 Chine Place, Hamersley",770
"5 Chittawarra Court, Glen Forrest",1906
"5 Chrisp Place, Yanchep",871
"5 Christina Street, Hazelmere",2024
"5 Chuditch Close, Brookdale",700
"5 Cinnabar Bend, Aveley",389
"5 Clarence Street, Mount Lawley",470
"5 Clarence Street, Tuart Hill",341
"5 Claret Place, Mount Richon",2032
"5 Claymore Close, Guildford",452
"5 Clipson Crescent, Mundaring",2001
"5 Club Place, Cooloongup",650
"5 Clubb Court, Winthrop",735
"5 Clybucca Place, Armadale",745
"5 Clyde Court, Wanneroo",801
"5 COBINE RISE, Parmelia",721
"5 Coglan Close, Murdoch",760
"5 College Road, Gooseberry Hill",2114
"5 Colleran Way, Booragoon",700
"5 Collyer Street, Belmont",749
"5 Colson Close, Hillarys",921
"5 Columba Place, Peppermint Grove",743
"5 Columbus Mews, Currambine",625
"5 Coma Place, Beldon",698
"5 Congressional Crescent, Connolly",511
"5 Connelly Way, Booragoon",700
"5 Coolga Road, Koongamia",669
"5 Coolum Mews, Jandakot",603
"5 Cootamundra Way, Maida Vale",2044
"5 COOTHA COURT, Ballajura",646
"5 Corella Street, Stirling",618
"5 Cornhill Crescent, Alexander Heights",701
"5 Cortona Grove, Sinagra",420
"5 Corwin Lane, Currambine",460
"5 Cousens Street, Jarrahdale",1008
"5 Cowra Turn, Aveley",650
"5 Cozens Road, Tapping",608
"5 Crab Cove, Mindarie",470
"5 Craig Place, Winthrop",812
"5 Craig Street, Wembley Downs",765
"5 Creswick Cross, Kiara",505
"5 Crisp Place, Karrinyup",450
"5 Cristata Terrace, Darch",587
"5 Crown Terrace, Coogee",342
"5 Curalo Mews, South Lake",700
"5 Curran Court, Kalamunda",2054
"5 Cuvier Grove, Wanneroo",664
"5 Cyclamen Court, Wanneroo",410
"5 Cygnet Place, Forrestdale",830
"5 Cygnus Parade, Waterford",448
"5 Cygnus Road, Ascot",385
"5 Dale Street, South Fremantle",264
"5 Daleview Close, Glen Forrest",1820
"5 Dalvik Avenue, Merriwa",687
"5 Damperia Green, Sinagra",375
"5 Danja Rise, Hocking",605
"5 Danti Link, Darch",494
"5 Darby Street, Bayswater",387
"5 Darius Drive, Kwinana Town Centre",206
"5 Darlot Crescent, South Perth",717
"5 Darter Close, Beeliar",583
"5 Darvel Close, Kinross",730
"5 Davey Road, Mundijong",1123
"5 Davies Street, Northbridge",240
"5 Daylesford Elbow, Jane Brook",710
"5 Daytona Road, Yanchep",600
"5 Deakin Court, Kelmscott",721
"5 Deerfield Place, Iluka",725
"5 Delphi Way, Aveley",233
"5 Descanso Loop, Aubin Grove",429
"5 Desert Ash Place, Helena Valley",1030
"5 Dion Place, Coolbellup",728
"5 Diploma Rise, Marangaroo",750
"5 Disney Street, Brentwood",412
"5 Dobell Street, Huntingdale",684
"5 Dobson Court, Safety Bay",680
"5 Dolan Street, Willagee",729
"5 Domain Court, Greenmount",719
"5 Donabate Road, Ridgewood",570
"5 Donavon Rise, Murdoch",717
"5 Doonan Road, Nedlands",461
"5 Doongalla Road, Attadale",720
"5 Dorandal Court, Alexander Heights",782
"5 Doyle Court, Greenwood",731
"5 Drummore Way, Bertram",552
"5 Dryandra Drive, Mirrabooka",682
"5 Drysdale Street, Innaloo",399
"5 Du Maurier Road, North Lake",740
"5 Duart Road, Trigg",804
"5 Dumbarton Crescent, Menora",1553
"5 Duncan Lane, Willagee",437
"5 Duncan Place, Mahogany Creek",1799
"5 Duncombe Grove, Quinns Rocks",457
"5 Dundas Road, Inglewood",696
"5 Dunster Way, Orelia",624
"5 Durnsford Way, Camillo",688
"5 Durs Place, Clarkson",551
"5 Dwyer Street, Karrinyup",840
"5 Eadie Court, Jandakot",639
"5 Earl Court, Calista",1232
"5 Ecru Court, Southern River",600
"5 Edmonton Road, Canning Vale",716
"5 Einstein Way, Tapping",574
"5 Elbe Court, Beechboro",777
"5 Eldridge Grove, Cannington",281
"5 Ellis Court, Medina",728
"5 Elmton Court, Duncraig",758
"5 Elmwood Avenue, Woodlands",799
"5 Elswick Street, Safety Bay",809
"5 Elton Way, Ashby",477
"5 Empire Road, Carmel",1089
"5 Enlie Lane, Warnbro",564
"5 Erica Court, Greenwood",861
"5 Erina Way, Ridgewood",588
"5 Esdale Lane, Hillarys",762
"5 Ethel Street, Guildford",763
"5 Eton Court, Bentley",352
"5 Eucla Mews, Stratton",506
"5 Evandale Street, Floreat",1000
"5 Evans Street, Shenton Park",424
"5 Evelyn Road, Claremont",418
"5 Eyrean Way, Gwelup",590
"5 Fairford Way, Quinns Rocks",816
"5 Falcon Avenue, Churchlands",865
"5 Falke Court, Atwell",553
"5 Faro Way, Mindarie",638
"5 Featherstone Road, Orelia",550
"5 Federation Drive, Singleton",811
"5 Felgate Place, Warwick",693
"5 Fern Street, Swanbourne",596
"5 Ferndale Corner, Mindarie",510
"5 Ferntree Close, Thornlie",708
"5 Finch Mews, Serpentine",2002
"5 Finchaven Street, Kensington",681
"5 Findlay Road, Leeming",811
"5 Finn Court, Singleton",1349
"5 Fintry Close, Kinross",683
"5 First Avenue, Woodbridge",607
"5 Firth Court, Duncraig",719
"5 Fisher Street, Forrestdale",884
"5 Flanders Court, Greenmount",967
"5 Flinds Place, Lynwood",695
"5 Florida Drive, Landsdale",308
"5 Fogliani Loop, Sinagra",312
"5 Fontina Road, Spearwood",446
"5 Forestville Court, Kallaroo",937
"5 Formby Way, Bull Creek",713
"5 Forrest Road, Padbury",708
"5 Fourth Avenue, Bassendean",1018
"5 Fox Close, Waikiki",785
"5 Foxton Way, Butler",600
"5 Fran Court, Merriwa",687
"5 Frederic Street, Koongamia",846
"5 Freeman Way, Marmion",700
"5 FROME WAY, Cooloongup",703
"5 Gabell Way, Koondoola",769
"5 Gaffin Way, Kwinana Town Centre",200
"5 Gairloch Street, Applecross",534
"5 Galileo Avenue, Tapping",686
"5 Gallop Street, Hilton",801
"5 Galway Place, Jane Brook",600
"5 Gannon Glen, Mundaring",2010
"5 Garden Street, Cannington",482
"5 Gardiner Heights, Kinross",625
"5 Garnsworthy Grove, Stratton",394
"5 Garrut Way, Caversham",522
"5 Gaunt Street, Eden Hill",663
"5 Gear Court, Middle Swan",607
"5 Gemina Avenue, Wattle Grove",440
"5 Geneva Heights, Hocking",558
"5 Gibb Crescent, Westminster",721
"5 Gibson Street, Langford",542
"5 Gifford Mews, Currambine",700
"5 Gilba Close, Hillman",683
"5 Gillespie Court, Lockridge",356
"5 Gillett Drive, Kardinya",685
"5 Girraween Street, Armadale",710
"5 Glacier Way, Jandakot",450
"5 Glasnevin Court, Waterford",800
"5 Glasson Way, Darch",550
"5 Glen Ross Chase, Jane Brook",875
"5 Glencraig Crescent, Kinross",660
"5 Glenn Avenue, Mosman Park",728
"5 Glespin Cove, Kinross",626
"5 Glory Court, Karrinyup",558
"5 Godetia Gardens, Mount Claremont",344
"5 Goldfinch Loop, Woodvale",450
"5 Goldina Approach, Darch",590
"5 Goline Court, Hillman",680
"5 Gorman Place, Calista",414
"5 Gosford Meander, Ashby",542
"5 Gracetown Drive, Dianella",637
"5 Graphic Court, Beldon",685
"5 Gratwick Way, Koondoola",692
"5 Gray Court, Mahogany Creek",2004
"5 Gray Street, Shenton Park",210
"5 Greenpark Road, Alexander Heights",701
"5 Gregory Street, Wembley",671
"5 Grenville Street, Tuart Hill",300
"5 Greygum Rise, Kenwick",519
"5 Gribble Road, Bull Creek",688
"5 Grover Way, Medina",728
"5 Gullane Court, Currambine",701
"5 Gum Grove, Guildford",457
"5 Gunby Link, The Vines",821
"5 Gurnard Road, Ferndale",688
"5 Guy Place, Melville",769
"5 Hackett Street, Bellevue",865
"5 Hagart Way, Lockridge",692
"5 Halcyon Way, Churchlands",704
"5 Harburn Court, Lockridge",350
"5 Harmony Parade, Singleton",770
"5 Harray Street, Hamersley",680
"5 Harrier Way, Beldon",700
"5 Harvey Street, Mosman Park",467
"5 Hasper Place, Marmion",737
"5 Hastie Close, Brookdale",457
"5 Hatfield Way, Booragoon",757
"5 Haven Way, Atwell",348
"5 Hawick Court, Warwick",472
"5 Haydock Lane, Henley Brook",512
"5 Hayfield Road, Southern River",703
"5 Haynes Road, Sorrento",834
"5 Healey Place, Gooseberry Hill",1573
"5 Henley Park Rise, Pearsall",634
"5 Hester Street, Langford",684
"5 Highclere Boulevard, Marangaroo",691
"5 Highman Street, South Guildford",737
"5 Hill Place, Attadale",711
"5 Hillwater Promenade, Bennett Springs",544
"5 Hirundo Bend, Tapping",661
"5 Hirundo Place, Waterford",638
"5 Hodge Court, Marmion",731
"5 Hollypea Close, Churchlands",510
"5 Holmfirth Street, Menora",917
"5 Hope Avenue, Salter Point",865
"5 Hope Road, Ardross",578
"5 Horsham Crescent, Harrisdale",699
"5 Hotchkiss Close, Thornlie",505
"5 Hovea Crescent, City Beach",735
"5 Hudleston Rise, Alexander Heights",528
"5 Hull Court, Waikiki",724
"5 Huntingdon Mews, Ballajura",587
"5 Hurstford Close, Peppermint Grove",745
"5 Huxham Glen, Mount Helena",2001
"5 Hydrangea Place, Alexander Heights",524
"5 Iceberg Way, Darch",348
"5 Illyarrie Way, Jane Brook",502
"5 Irene Place, Beldon",700
"5 Isaac Street, Hammond Park",657
"5 Isabella Crescent, Manning",915
"5 Itar Court, Marangaroo",731
"5 Ivanhoe Way, Camillo",680
"5 Jacolite Street, Darch",574
"5 Jade Street, Mount Richon",689
"5 Janet Street, Hazelmere",550
"5 Japonica Way, Murdoch",306
"5 Jaraba Avenue, Gooseberry Hill",2248
"5 Jardine Pass, Bertram",645
"5 Jeavons Place, South Lake",705
"5 Jefferies Way, Leeming",703
"5 Jenkins Lane, Langford",545
"5 Jinda Road, Koongamia",728
"5 Jindabyne Street, Hilbert",416
"5 Jingella Mews, Viveash",924
"5 Jinkins Way, Madeley",546
"5 Jitti Court, South Guildford",500
"5 Johanson Promenade, Murdoch",705
"5 John Street, Northbridge",2048
"5 Johnson Close, Winthrop",700
"5 Johnsonia Bend, Hammond Park",507
"5 Jordan Place, Wattle Grove",590
"5 Jordan Street, Haynes",392
"5 Josip Gaspar Close, Spearwood",604
"5 Jull Mews, Jane Brook",825
"5 Juno Place, Coolbellup",802
"5 Jutland Rise, Ocean Reef",777
"5 Jutland Way, The Vines",491
"5 Kail Place, Bertram",477
"5 Kalkite Close, Ballajura",490
"5 Kangaroo Entrance, Stratton",530
"5 Karda Way, Bertram",519
"5 Kardan Circuit, Karawara",614
"5 Karon Road, Iluka",743
"5 Karralea Way, Pearsall",508
"5 Karrivale Court, Pearsall",651
"5 Katrine Crescent, Joondalup",832
"5 Keane Street, Lesmurdie",1518
"5 Keel Place, North Fremantle",510
"5 Keightly Corner, Jane Brook",770
"5 Kemp Court, Helena Valley",851
"5 Kennedy Street, Melville",900
"5 Kestrel Circle, Brookdale",748
"5 Keswick Way, Waikiki",672
"5 Kianga Crescent, Burns Beach",589
"5 Kiev Place, Dayton",307
"5 Kildare Place, Beldon",712
"5 Kilima Close, Stoneville",2387
"5 Killaloe Place, Waterford",823
"5 King Street, Coogee",912
"5 Kinvara Way, Ridgewood",384
"5 Kirribilli Court, Kallaroo",880
"5 Kite Court, High Wycombe",523
"5 Klein Court, Winthrop",1067
"5 Koolgoo Way, Koongamia",693
"5 Korara Close, Ocean Reef",807
"5 Kruseana Grove, Roleystone",2184
"5 Kulana Way, Carramar",567
"5 KULLAROO COURT, Hillman",774
"5 Kurrajong Way, Camillo",684
"5 Kurrawa Way, Iluka",629
"5 Kybo Place, Ballajura",629
"5 La Mirada Avenue, Clarkson",523
"5 Lachlan Way, Bibra Lake",700
"5 Lagonda Drive, Gwelup",783
"5 Laigo Way, Hammond Park",576
"5 Lakeside Road, Churchlands",1168
"5 Lambertia Crescent, High Wycombe",605
"5 Lamperd Mews, Murdoch",715
"5 Lancely Way, Mirrabooka",455
"5 Langridge Crescent, Orelia",731
"5 Lantern Way, Clarkson",450
"5 Larissa Court, Ballajura",700
"5 Latiano Green, Secret Harbour",686
"5 Lautrec Loop, Ashby",600
"5 Laverick Street, Haynes",458
"5 Le Grand Gardens, Marangaroo",693
"5 le Souef Street, Maddington",360
"5 Leach Street, Marmion",911
"5 Leasham Court, Medina",890
"5 Leatherwood RIse, South Lake",709
"5 Leawood Crescent, Boya",1134
"5 Lee Place, Noranda",782
"5 Leicester Street, Leederville",1173
"5 Leiden Place, Forrestfield",807
"5 Leigh Place, Girrawheen",722
"5 Lemon Street, Wilson",402
"5 Liddington Court, Gwelup",547
"5 Limerick Place, Waterford",830
"5 Limpet Court, Mullaloo",707
"5 Lindley Street, Embleton",684
"5 Linwood Close, Tapping",603
"5 Liriope Parkway, Sinagra",603
"5 Little River Cove, Jane Brook",617
"5 Liverpool Street, Shoalwater",1017
"5 Lockeport Approach, Madeley",562
"5 Lockwood Court, Bicton",154
"5 Lombardy Crescent, Caversham",594
"5 Lombardy Street, Woodlands",839
"5 Lords Court, Madeley",590
"5 Louisa Street, South Fremantle",380
"5 Ludgate Way, Gwelup",770
"5 Lundy Cove, Kiara",451
"5 Madden Way, Brentwood",405
"5 Malibu Entrance, Iluka",655
"5 Mannaw Place, Hillman",849
"5 Manning Avenue, Gosnells",1888
"5 Margaret Street, Ashfield",787
"5 Marich Cove, Atwell",592
"5 Markaling Close, Hillman",693
"5 Maroonah Road, Golden Bay",917
"5 Marquis Street, Mount Helena",1574
"5 Marra Lane, Quinns Rocks",592
"5 Marshall Way, Samson",796
"5 Marvell Avenue, Spearwood",702
"5 Mary Street, Watermans Bay",1017
"5 Masters Place, Marangaroo",540
"5 Matisse Street, Ashby",608
"5 Matuka Mews, Maida Vale",587
"5 Maydwell Way, Calista",770
"5 McCombe Avenue, Samson",714
"5 McCowan Street, Kenwick",1566
"5 Mcdermott Road, Kwinana Town Centre",200
"5 McNeil Grove, Jarrahdale",850
"5 McPherson Street, Menora",810
"5 Meadowbank Terrace, South Lake",762
"5 Meelah Road, City Beach",916
"5 Meelup Way, Ridgewood",535
"5 Meenaar Crescent, Coolbinia",785
"5 Meere Lane, Clarkson",659
"5 Melita Mews, Ballajura",544
"5 Mercer Road, Riverton",730
"5 Meredith Way, Koondoola",692
"5 Merida Turn, Seville Grove",618
"5 Merlin Close, Camillo",684
"5 Mermaid Terrace, Singleton",700
"5 Mermaid Way, Heathridge",698
"5 Miami Link, Langford",535
"5 Mignonette Street, North Perth",430
"5 Mileti Road, Lesmurdie",1012
"5 Milford Green, Mindarie",683
"5 Millcroft Elbow, Jandakot",700
"5 Miller Avenue, Redcliffe",506
"5 Millfarm Close, Padbury",540
"5 Millgate Road, Balga",834
"5 Millgrove Avenue, Cooloongup",686
"5 Milverton Loop, Leda",619
"5 Miramare Boulevard, Currambine",605
"5 Mirbelia Street, Hammond Park",524
"5 Mirria Way, Mount Nasura",696
"5 Mirror Lane, Ascot",312
"5 Mitchell Street, Wooroloo",1920
"5 Mitra Loop, Bennett Springs",505
"5 Mofflin Street, Samson",704
"5 Moldern Place, Huntingdale",565
"5 Monarch Way, Wattle Grove",484
"5 Monstera Court, Alexander Heights",501
"5 Montana Crescent, Dayton",244
"5 Montego Close, Safety Bay",764
"5 Monticello Meander, Landsdale",480
"5 Moorhead Way, Koondoola",692
"5 Morelia Crescent, Harrisdale",414
"5 Moresby Close, Bibra Lake",755
"5 Morfontaine Parade, Port Kennedy",601
"5 Morgan Road, Seville Grove",680
"5 Mount Park Way, Canning Vale",633
"5 Mudlark Close, Langford",518
"5 Mundanup Close, Kelmscott",767
"5 Munja Street, Golden Bay",828
"5 Musgrove Crescent, Boya",1471
"5 Mustang Drive, Henley Brook",623
"5 Myaree Way, Duncraig",949
"5 Nadell Court, Mount Helena",1805
"5 Nairn Road, Bickley",1399
"5 Nambi Way, Harrisdale",225
"5 Nancy Way, Coogee",727
"5 Nantellis Road, Martin",756
"5 Narla Place, Koongamia",594
"5 Narrabeen Place, Kallaroo",948
"5 Narrier Close, South Guildford",558
"5 Narwood Place, Midvale",793
"5 Nash Street, Daglish",379
"5 Nathaniel Way, Orelia",270
"5 Natica Place, Mullaloo",880
"5 Nawa Rise, Coogee",522
"5 Neale Place, Cooloongup",684
"5 Nealie Close, Mirrabooka",734
"5 Newbold Street, White Gum Valley",1012
"5 Ninda Road, Shoalwater",840
"5 Ninth Road, Brookdale",526
"5 Nocturne Rise, Bullsbrook",620
"5 Noel Street, Helena Valley",1011
"5 Noonan Road, Caversham",389
"5 Northampton Street, East Victoria Park",703
"5 Nowranie Place, Hillman",693
"5 Nutley Street, Maddington",269
"5 Oldham Street, Hillarys",684
"5 Ommanney Street, Hamilton Hill",735
"5 Onyx Road, Mount Richon",726
"5 Orchid Pass, Thornlie",600
"5 Orient Street, South Fremantle",473
"5 Orient Way, Bertram",627
"5 Oriole Gardens, Bennett Springs",605
"5 Orono Alley, Wellard",320
"5 Orrong Place, Kewdale",809
"5 Osprey Drive, Yangebup",707
"5 Osprey Grove, Edgewater",756
"5 Ostling Avenue, Bertram",530
"5 Otunic Way, Madeley",570
"5 Otway Place, Shoalwater",302
"5 Otway Street, Swanbourne",565
"5 Owen Place, Hamersley",765
"5 Owen Road, Parkerville",1032
"5 Paddington Court, Bibra Lake",547
"5 Palmerose Court, North Lake",734
"5 Paperheath Parade, Churchlands",284
"5 Papillon Road, Success",575
"5 Parakeela Grove, Maddington",682
"5 Park Lane, Alexander Heights",742
"5 Park View Green, Churchlands",870
"5 Parkview Gardens, Helena Valley",1000
"5 Pascoe Retreat, Merriwa",598
"5 Patang Vista, Iluka",635
"5 Patenier Street, Ashby",570
"5 Patonga Road, City Beach",867
