ADDRESS,YEAR_SOLD
"7 Erina Way, Ridgewood",2017
"7 Eriskay Terrace, Henley Brook",2017
"7 Erith Court, Glendalough",2013
"7 Ernest Drive, Success",2020
"7 Essence Bend, Atwell",2019
"7 Estuary Place, Ballajura",2020
"7 Ethelwyn Street, Hilton",2020
"7 Eucla Court, North Fremantle",2017
"7 Eucla Mews, Stratton",2015
"7 Euston Link, Bertram",2018
"7 Evandale Road, Darch",2020
"7 Evans Street, Warnbro",2020
"7 Everglades Link, Bertram",2018
"7 Exbury Street, Landsdale",2019
"7 Faba Lane, Jindalee",2018
"7 Fairmount Boulevard, Brabham",2020
"7 Fairywren Trail, Beeliar",2018
"7 Faraday Street, Camillo",2017
"7 Farnley Way, Duncraig",2019
"7 Farrin Street, Attadale",2017
"7 Fawkner Road, Two Rocks",2020
"7 Federation Drive, Singleton",2018
"7 Feldman Crescent, Parkerville",2015
"7 Fermoy Link, Darch",2019
"7 FERN STREET, Swanbourne",2015
"7 Ferncroft Way, Kingsley",2018
"7 Ferrolana Court, Stratton",2014
"7 Fig Close, Spearwood",2018
"7 Finch Mews, Serpentine",2015
"7 First Avenue, Shoalwater",2019
"7 Fitzpatrick Way, Noranda",2017
"7 Fitzroy Court, Gosnells",2020
"7 Flame Close, Mirrabooka",2016
"7 Flannan Place, Warwick",2016
"7 Flintlock Court, Cloverdale",2019
"7 Forbes Road, Applecross",2018
"7 Ford Road, Lesmurdie",2018
"7 Forestview Boulevard, Ellenbrook",2020
"7 Forster Avenue, Lathlain",2019
"7 Fortis Pass, Wandi",2014
"7 Foundry Turn, Harrisdale",2020
"7 Fourmile Avenue, Burns Beach",2016
"7 Foxglove Avenue, High Wycombe",2020
"7 Friarbird Terrace, Beeliar",2017
"7 Fulham Way, Ridgewood",2014
"7 Fulton Street, Hamilton Hill",2019
"7 Gabo Road, Greenmount",2019
"7 Gaffin Way, Kwinana Town Centre",2016
"7 Galant Close, Kallaroo",2020
"7 Galena Court, High Wycombe",2018
"7 Gali Lane, City Beach",2020
"7 Galileo Avenue, Tapping",2019
"7 Galleon Road, Beldon",2016
"7 Gamage Way, Lockridge",2016
"7 Gangway Turn, Alkimos",2020
"7 Gannet Street, Stirling",2019
"7 Gardiner Heights, Kinross",2017
"7 Garnsworthy Grove, Stratton",2014
"7 Garran Loop, Henley Brook",2017
"7 Genoa Place, Secret Harbour",2019
"7 George Street, Jarrahdale",2014
"7 Gillam Way, Beechboro",2018
"7 Glamis Court, Orelia",2018
"7 Glasnevin Court, Waterford",2018
"7 Glen Iris Drive, Jandakot",2020
"7 Glengariff Drive, Floreat",2018
"7 Glenwood Avenue, Helena Valley",2020
"7 Gloster Loop, Brookdale",2013
"7 Godecke Rise, Carine",2017
"7 Godwin Avenue, Manning",2020
"7 Golden Ash Gardens, Helena Valley",2018
"7 Goodison Way, Aveley",2020
"7 Goold Way, Lockridge",2014
"7 Goonang Road, City Beach",2016
"7 Gorman Place, Calista",2018
"7 Gotch Crescent, Canning Vale",2020
"7 Gould Close, Brookdale",2015
"7 Grace Pass, Bennett Springs",2016
"7 Grace Street, Ferndale",2018
"7 Graham Road, Menora",2016
"7 Grallina Way, Tapping",2020
"7 Grassbird Loop, Yangebup",2017
"7 Greenfield Crescent, Caversham",2016
"7 Greenscape Road, Southern River",2017
"7 Greenville Street, Swanbourne",2019
"7 Gregona Place, Kalamunda",2020
"7 Grenville Road, Stoneville",2016
"7 Gretna Court, Kinross",2017
"7 Gullane Court, Currambine",2018
"7 Guppy Road, Kalamunda",2018
"7 Gutha Retreat, Hocking",2019
"7 Gwynne Corner, Jane Brook",2016
"7 Hadley Place, Karrinyup",2020
"7 Hadley Place, Noranda",2017
"7 Halifax Boulevard, Mindarie",2019
"7 Halwest Way, Alexander Heights",2016
"7 Hamer Avenue, Wembley Downs",2019
"7 Hamlet Pass, Jane Brook",2019
"7 Hampton Road, Darch",2015
"7 Hanley Place, Hillarys",2020
"7 Hanlin Way, Samson",2016
"7 Harburn Court, Lockridge",2015
"7 Harcourt Street, Inglewood",2017
"7 Harcus Retreat, Merriwa",2017
"7 Harmony Avenue, Atwell",2017
"7 Harney Road, Secret Harbour",2019
"7 Havasu Road, Aveley",2019
"7 Hawker Avenue, Warwick",2016
"7 Hawkins Avenue, Sorrento",2019
"7 Hawkins Street, Embleton",2017
"7 Hayling Road, Iluka",2018
"7 Haynes Court, Armadale",2018
"7 Hayward Way, Myaree",2017
"7 Hellfire Drive, Darch",2015
"7 Henn Close, Winthrop",2016
"7 Hensley Loop, Landsdale",2019
"7 Herald Close, Kalamunda",2019
"7 Herbert Street, North Fremantle",2016
"7 Herlihy Way, Warnbro",2020
"7 High Street, Sorrento",2017
"7 Hill Street, Bayswater",2019
"7 Hillside Close, Edgewater",2016
"7 Hoffman Street, Maddington",2020
"7 Holton Way, Cannington",2016
"7 Holyrood Street, West Leederville",2017
"7 Homestead Avenue, Bibra Lake",2020
"7 Honeymyrtle Turn, Stirling",2019
"7 Honeypot Way, Churchlands",2018
"7 Hope Street, Watermans Bay",2012
"7 Hope Street, White Gum Valley",2019
"7 Howe Street, Beeliar",2020
"7 Howell Court, Guildford",2017
"7 Hubble Parkway, Clarkson",2020
"7 Hudleston Rise, Alexander Heights",2018
"7 Huntingdon Mews, Ballajura",2019
"7 Huntley Close, East Cannington",2015
"7 Hydrangea Place, Alexander Heights",2017
"7 Ibsen Court, Spearwood",2018
"7 Illyarrie Way, Jane Brook",2015
"7 Innamincka Road, Greenmount",2017
"7 Inquirer Lane, Stratton",2017
"7 Ionic Place, Shelley",2015
"7 Ironwood Avenue, Heathridge",2020
"7 Isabella Crescent, Manning",2017
"7 Itea Place, Mindarie",2018
"7 Jaccard Way, Lynwood",2018
"7 Jackadder Avenue, Hammond Park",2018
"7 Jackson Road, Karawara",2013
"7 Jalna Court, Ballajura",2020
"7 James Avenue, Hazelmere",2013
"7 James Road, Swanbourne",2017
"7 James Street, Mariginiup",2013
"7 Jarman Close, Kardinya",2017
"7 Jarrah Lane, Mount Claremont",2019
"7 Jasper Place, Mount Richon",2014
"7 Jedburgh Loop, Sinagra",2020
"7 Jinkins Way, Madeley",2017
"7 Jobson Loop, Brookdale",2013
"7 Johanson Promenade, Murdoch",2018
"7 Johnson Avenue, Guildford",2014
"7 Johnston Way, Padbury",2019
"7 Jordan Place, Wattle Grove",2019
"7 Jordan Street, Haynes",2014
"7 Joscelyn Place, Glen Forrest",2019
"7 Joyce Avenue, Hamilton Hill",2020
"7 Jubata Court, Maida Vale",2017
"7 Kaber Court, Wellard",2020
"7 Kardan Circuit, Karawara",2013
"7 Kardier Mews, Viveash",2016
"7 Karimba street, Wanneroo",2018
"7 Karlak Close, Leda",2015
"7 Kathleen Close, Maida Vale",2016
"7 Keane Street, Lesmurdie",2017
"7 Keith Griffith Drive, Darch",2020
"7 Kellar Place, Bellevue",2012
"7 Kemmish Avenue, Parmelia",2016
"7 Kendal Lane, Ballajura",2020
"7 Kenrick Street, Balcatta",2017
"7 Kentucky Boulevard, Hocking",2018
"7 Kerner Avenue, Caversham",2017
"7 Kestrel Circle, Brookdale",2015
"7 Kieren Court, Middle Swan",2014
"7 Kilkenny Loop, Brookdale",2015
"7 Killarney Heights, Kallaroo",2018
"7 Kinbrace Way, Lynwood",2020
"7 Kinch Lane, Hillarys",2020
"7 Kings Lynn Rise, Mindarie",2020
"7 Kingsley Drive, Kingsley",2020
"7 Kinloch Pass, Aubin Grove",2017
"7 Kinvara Way, Ridgewood",2016
"7 Kirby Court, Huntingdale",2017
"7 Kirkcolm Way, Warwick",2019
"7 Kirkstall Way, Sawyers Valley",2017
"7 Knight Street, Wembley Downs",2017
"7 Knoll Place, Kiara",2014
"7 Knott Court, Camillo",2015
"7 Koolama Retreat, Stratton",2015
"7 Koolinda Court, Stratton",2014
"7 Koombana Way, Kallaroo",2018
"7 Korab Link, Madeley",2019
"7 Kowloon Corner, Currambine",2019
"7 Kullaroo Court, Hillman",2019
"7 Kurren Court, Mount Claremont",2019
"7 Kyle Court, Hamersley",2017
"7 Lake Carine Gardens, Carine",2016
"7 Lakeview Drive, Edgewater",2020
"7 Lambasa Way, Mindarie",2020
"7 Lambertia Street, Greenwood",2018
"7 Lambeth Mews, Mount Claremont",2016
"7 Lamont Link, Pearsall",2015
"7 Lanark Street, Menora",2009
"7 Lancely Way, Mirrabooka",2017
"7 Langrune Grove, Port Kennedy",2019
"7 Lantana Way, Camillo",2014
"7 Larch Place, Forrestfield",2020
"7 Larkin Court, Medina",2016
"7 Lavally Way, Darch",2019
"7 Leach Street, Marmion",2013
"7 Leawood Crescent, Boya",2006
"7 Leighfield Road, Hilbert",2019
"7 Leitrim Lane, Beaconsfield",2016
"7 Lemon Street, Wilson",2019
"7 Liddington Rise, Leda",2017
"7 Likely Place, Stratton",2014
"7 Lillico Avenue, Burns Beach",2018
"7 Lindeman Heights, Ridgewood",2017
"7 Linden Gardens, Floreat",2017
"7 Linkwater Pass, Southern River",2018
"7 Littlemore Road, Orelia",2020
"7 Lockeport Approach, Madeley",2019
"7 Loep Court, Parmelia",2018
"7 Lomond Crescent, Wandi",2017
"7 Lonsdale Crescent, Waikiki",2019
"7 Lords Court, Madeley",2017
"7 Lorikeet Way, Gosnells",2018
"7 Lourens Dale, Winthrop",2015
"7 Luhrs Court, Mundaring",2016
"7 Lundy Cove, Kiara",2011
"7 Lutey Avenue, Daglish",2014
"7 Lycett Turn, Southern River",2019
"7 Lyndhurst Crescent, Wellard",2020
"7 Mabley Court, Greenwood",2019
"7 Mackay Way, Hillarys",2019
"7 Madura Close, Ballajura",2018
"7 Magee Place, Mount Helena",2015
"7 Magnolia Way, Forrestfield",2019
"7 Mainsail Terrace, Yangebup",2017
"7 Malbeling Close, Hillman",2015
"7 Maley Street, Ashfield",2007
"7 Mallaig Place, Warwick",2016
"7 Mangles Street, Warnbro",2019
"7 Manila Way, Aveley",2018
"7 Manjimup Place, Gwelup",2018
"7 Mannaw Place, Hillman",2015
"7 Maplin Place, Rossmoyne",2018
"7 Margaret Road, Secret Harbour",2019
"7 Margaret Street, Ashfield",2015
"7 Marlock Court, Mirrabooka",2016
"7 Martin Road, Sorrento",2018
"7 Maryport Way, Butler",2018
"7 Masefield Avenue, North Lake",2008
"7 MATLOCK HEIGHTS, Darch",2020
"7 Mayhew Cross, Atwell",2016
"7 Mayor Street, Harrisdale",2017
"7 McGellin Court, Jandakot",2013
"7 McNeil Grove, Jarrahdale",2012
"7 Mcpherson Avenue, Clarkson",2018
"7 McWhae Place, Bull Creek",2017
"7 Meadowbank Terrace, South Lake",2016
"7 Mears Way, Hilbert",2015
"7 Melton Hill Lane, Champion Lakes",2013
"7 Menangal Way, Forrestfield",2019
"7 Merida Turn, Seville Grove",2020
"7 Merion Place, Connolly",2015
"7 Merrigig Way, Pearsall",2020
"7 Mica Court, Carine",2019
"7 Middleton Road, Alexander Heights",2017
"7 Midsummer Avenue, Jindalee",2016
"7 Millcroft Elbow, Jandakot",2014
"7 Millom Way, Bertram",2016
"7 Milton Street, Mount Hawthorn",2017
"7 Mimbalup Close, Hillman",2015
"7 Minchin Crescent, Middle Swan",2020
"7 Minderoo Crescent, Golden Bay",2018
"7 Minora Way, Jane Brook",2016
"7 Minyon Circuit, Atwell",2018
"7 Mirador Road, Morley",2019
"7 Mirror Lane, Ascot",2017
"7 Mission Place, Quinns Rocks",2018
"7 Mitchell Place, Two Rocks",2020
"7 Mitchell Street, Mount Lawley",2018
"7 Mitra Court, Mullaloo",2018
"7 Moennich Court, Coolbellup",2018
"7 Mofflin Avenue, Darlington",2020
"7 Moir Place, Midvale",2015
"7 Moira Mews, Stratton",2017
"7 Monstera Court, Alexander Heights",2018
"7 Montreal Road, Woodbridge",2017
"7 Moore Street, Forrestdale",2017
"7 Moorine Court, Hillman",2009
"7 Moreing Road, Attadale",2018
"7 Mosman Court, Kallaroo",2020
"7 Mullingar Close, Waterford",2014
"7 Mullings Way, Myaree",2014
"7 Mulloway Place, Warnbro",2018
"7 Munro Street, Mount Helena",2019
"7 Musgrove Crescent, Boya",2012
"7 Mustang Drive, Henley Brook",2014
"7 Myhill Mews, Leda",2017
"7 Nalgan Court, Carramar",2020
"7 Narran Close, Edgewater",2016
"7 Needlewood Loop, Wandi",2014
"7 Needlewood Road, Churchlands",2015
"7 Nerida Place, Sorrento",2017
"7 Nevis Place, Safety Bay",2020
"7 Nightjar Street, Stirling",2017
"7 Nile Place, Beechboro",2018
"7 Nirimba Close, South Guildford",2016
"7 Noalimba Crescent, Bateman",2014
"7 Nobilis Street, Beeliar",2017
"7 Norbertine Close, Queens Park",2016
"7 Norman Road, Roleystone",2018
"7 North Road, Bassendean",2019
"7 Novak Court, Hamilton Hill",2019
"7 Nunney Road, Orelia",2018
"7 Nyinda Entrance, South Guildford",2017
"7 Oakmont Turn, Connolly",2015
"7 Oblate Retreat, Queens Park",2017
"7 Ochre Street, Eglinton",2018
"7 Old Maida Vale Road, Maida Vale",2015
"7 Oldenburg Pass, Stratton",2014
"7 Oldfield Street, Burswood",2015
"7 Olive Street, Guildford",2016
"7 Oliver Street, Scarborough",2020
"7 Olsen Court, Woodvale",2017
"7 Ontario Grove, Success",2020
"7 Opal Place, Riverton",2019
"7 Opal Way, Mount Richon",2019
"7 Ornata Bend, Banksia Grove",2020
"7 Ostend Parade, Mindarie",2019
"7 Ostend Place, Warnbro",2020
"7 Otago Mews, Mirrabooka",2015
"7 Oyster Place, Huntingdale",2016
"7 Ozark Place, Warnbro",2018
"7 Paluma Court, Warnbro",2017
"7 Panola Way, Sinagra",2015
"7 Panton Court, Middle Swan",2014
"7 Paperbark Mews, Warnbro",2020
"7 Parakeet Way, Coogee",2015
"7 Park Street, Trigg",2015
"7 Parkfarm Drive, South Guildford",2015
"7 Parkland Road, Stoneville",2012
"7 Parsons Street, Embleton",2015
"7 Pascal Mews, Ridgewood",2017
"7 Passmore Street, Rossmoyne",2015
"7 Patoka Road, Secret Harbour",2020
"7 Paton Mews, Quinns Rocks",2018
"7 Pavetta Crescent, Forrestfield",2018
"7 Pawlett Way, Karrinyup",2017
"7 Paxton Way, Ashby",2014
"7 Pearl Pass, Wellard",2019
"7 Pedder Place, Joondalup",2018
"7 Peebles Road, Floreat",2018
"7 Peel Street, Jolimont",2015
"7 Peelhurst Way, Baldivis",2020
"7 Pegus Way, Piara Waters",2018
"7 Penzance Terrace, Mindarie",2017
"7 Peregrine Court, Singleton",2020
"7 Periwinkle Road, Mullaloo",2017
"7 Persian Street, Eglinton",2018
"7 Petrel Close, Beldon",2015
"7 Petworth Street, Wellard",2020
"7 Pexton Drive, South Guildford",2017
"7 Phar Lap Road, Wattle Grove",2018
"7 Philip Street, East Fremantle",2018
"7 Picardie Place, Port Kennedy",2018
"7 Piesse Way, Helena Valley",2020
"7 Pimelia Court, Swan View",2020
"7 Pine Street, Menora",2006
"7 Pine Terrace, Darlington",2020
"7 Pinnata Mews, Churchlands",2018
"7 Pintaudi Court, Landsdale",2018
"7 Pipit Lane, Joondalup",2020
"7 Pira Loop, Byford",2018
"7 Pirianda Close, Clarkson",2020
"7 Pitt Street, Kensington",2017
"7 Pittwater Close, Kallaroo",2016
"7 Polesden Close, Hocking",2019
"7 Polygon Place, Greenmount",2014
"7 Pomelaa Way, Clarkson",2020
"7 Pompei Crescent, Stirling",2017
"7 Potoroo Place, Brookdale",2015
"7 Princeton Circuit, Aubin Grove",2019
"7 Princeville Tor, Connolly",2015
"7 Priscilla Avenue, Beldon",2019
"7 Providence Link, Atwell",2020
"7 Pymble Court, Kallaroo",2016
"7 Pyramids Chase, Iluka",2019
"7 Quin Place, Innaloo",2018
"7 Raglan Road, Mount Lawley",2019
"7 Railway Crescent, Herne Hill",2013
"7 Redgate Court, Kiara",2012
"7 Redgum Avenue, Bellevue",2020
"7 Redunca Close, Helena Valley",2020
"7 Reef Court, Sorrento",2020
"7 Reseda Elbow, Banksia Grove",2019
"7 Reservoir Close, Mosman Park",2018
"7 Richard Close, Waikiki",2019
"7 Rickett Street, Haynes",2012
"7 Riverina Drive, Ascot",2014
"7 Roanoke Grove, Connolly",2017
"7 Robert Street, Como",2020
"7 Robertson Street, Hazelmere",2016
"7 Robin Cove, Ballajura",2018
"7 Robinson Road, Darlington",2016
"7 Rochester Drive, Mindarie",2020
"7 Rodena Way, Canning Vale",2020
"7 Romney Way, Parkwood",2016
"7 Roosky Approach, Ridgewood",2014
"7 Roscrea Court, Orelia",2016
"7 Rosehill Court, Atwell",2017
"7 Ross Place, Thornlie",2018
"7 Roudnice Lane, Champion Lakes",2009
"7 Rowlands Street, Maylands",2020
"7 Royer Court, Ashfield",2015
"7 Rudge Place, Lockridge",2016
"7 Rueval Court, Port Kennedy",2018
"7 Ruskin Way, Southern River",2019
"7 Russell Road, Greenmount",2015
"7 Ryde Lane, High Wycombe",2018
"7 Sadoc Street, Woodlands",2017
"7 Saffron Way, Landsdale",2018
"7 Saligna Bend, Wattle Grove",2016
"7 Salisbury Street, St James",2019
"7 Salterforth Road, Butler",2018
"7 Saltspray Road, Singleton",2015
"7 Samphire Street, Ascot",2015
"7 San Remo Boulevard, Stirling",2019
"7 Sandleford Way, Hammond Park",2019
"7 Sanford Court, Lockridge",2014
"7 Santa Clara Crescent, Clarkson",2020
"7 Sanur Rise, Iluka",2020
"7 Sardinia Place, Secret Harbour",2019
"7 Sarus Rise, Gwelup",2015
"7 Sayer Street, Swanbourne",2017
"7 Scanlon Way, Lockridge",2014
"7 Scaphella Avenue, Mullaloo",2019
"7 Seaspray Crescent, Jindalee",2017
"7 Seaton Court, South Guildford",2016
"7 Seaview Terrace, Coogee",2017
"7 Seine Mews, Champion Lakes",2016
"7 Sekem Street, North Perth",2020
"7 Sellen Court, Leeming",2018
"7 Senate Street, Claremont",2020
"7 Sepia Way, Eglinton",2017
"7 Serissa Lane, Stirling",2020
"7 Seville Way, Aubin Grove",2016
"7 Shadwell Retreat, Atwell",2017
"7 Sheahan Way, Marmion",2012
"7 Shell Court, Beldon",2020
"7 Shelley Street, Shelley",2017
"7 Shortland Way, Girrawheen",2017
"7 Shortridge Way, Quinns Rocks",2019
"7 Silkie Link, Southern River",2020
"7 Silver Mallee Close, Camillo",2015
"7 Silver Swan Road, Bennett Springs",2017
"7 Silvershot Avenue, Harrisdale",2018
"7 Simla Place, Caversham",2018
"7 Sinai Place, Lockridge",2015
"7 Smailes Elbow, Brookdale",2015
"7 Smith Crescent, High Wycombe",2018
"7 Snowy Close, Alexander Heights",2016
"7 Sorata Place, Currambine",2020
"7 Sottogrande View, Connolly",2017
"7 Southern Terrace, Connolly",2014
"7 Spearmint Drive, Byford",2019
"7 Spicer Place, Bellevue",2014
"7 Spoonbill Pass, Bennett Springs",2016
"7 Spring Road, Parkerville",2015
"7 St Claire Gardens, Atwell",2019
"7 St James Mews, Jandakot",2013
"7 St Joseph Close, Stirling",2018
"7 St Lawrence Drive, Beechboro",2018
"7 Stanmore Court, Lynwood",2018
"7 Stawell Lane, Willetton",2020
"7 Steineck Way, Wattle Grove",2016
"7 Stirling Close, Port Kennedy",2019
"7 Stirling Highway, North Fremantle",2016
"7 Stirling Road, Greenmount",2014
"7 Strathpine Chase, Landsdale",2020
"7 Strelley Lane, Carramar",2017
"7 Styne Road, City Beach",2018
"7 Sulman Avenue, Salter Point",2020
"7 Sulman Road, Wembley Downs",2018
"7 Sulphur Cove, Stratton",2014
"7 Sumpton Street, Hilton",2015
"7 Sunbird Way, Gwelup",2016
"7 Sunbury Link, Wellard",2018
"7 Sunninghill Road, Stoneville",2012
"7 Sunvest Place, Merriwa",2017
"7 Swansea Street, Swanbourne",2017
"7 Swincer Way, Koondoola",2013
"7 Sylvan Court, Singleton",2018
"7 Symon Close, Bull Creek",2018
"7 Tahoe Street, Secret Harbour",2020
"7 Tain Way, Bertram",2019
"7 Talia Drive, Stirling",2018
"7 Tallerack Street, Carramar",2020
"7 Tallow Grove, Helena Valley",2020
"7 Tamarine Way, Swan View",2016
"7 Tamblyn Place, Wellard",2019
"7 Tambora Bend, Madeley",2017
"7 Tapalla Turn, Merriwa",2017
"7 Taree Court, Greenwood",2019
"7 Tarup Place, Hillman",2015
"7 Tasman Place, Waikiki",2019
"7 Tatlock Way, Stratton",2017
"7 Taylor Way, Hillarys",2020
"7 Tennyson Street, Bellevue",2014
"7 Terry Vale, Willetton",2019
"7 Texoma Link, Secret Harbour",2020
"7 The Boulevard, Gooseberry Hill",2018
"7 The Cedus, Claremont",2019
"7 The Circle, Warwick",2016
"7 The Esplanade, Ascot",2020
"7 The Mead, Kiara",2013
"7 The Rise, Gwelup",2020
"7 The Vista, Gooseberry Hill",2014
"7 Thetis Place, Cooloongup",2017
"7 Thiele Road, Banksia Grove",2019
"7 Thistle Grove, Currambine",2018
"7 Thurston Street, Mount Lawley",2020
"7 Tilford Place, Morley",2020
"7 Tipperary Rise, Padbury",2020
"7 Tolarno Bend, Harrisdale",2018
"7 Tolley Court, Hamilton Hill",2018
"7 TOMAS VIEW, Clarkson",2019
"7 Tondoon Bend, Aveley",2018
"7 Tongaroo Boulevard, Success",2018
"7 Tonkin Street, Mundijong",2015
"7 Tortorici Avenue, Sinagra",2015
"7 Torwood Drive, Gooseberry Hill",2016
"7 Toucan Way, Ballajura",2020
"7 Touraine Place, Darch",2015
"7 Towerhill Place, Mount Claremont",2018
"7 Traminer Way, Pearsall",2020
"7 Tranby Way, Bertram",2016
"7 Transom Way, Ocean Reef",2017
"7 Treffone Street, Redcliffe",2017
"7 Tregenna Place, Gooseberry Hill",2019
"7 Triandra Drive, Helena Valley",2018
"7 Tristram Lane, Wattle Grove",2016
"7 Triton Place, Mullaloo",2017
"7 TULLAWOOD Drive, Aveley",2018
"7 Tully Court, Bull Creek",2019
"7 Tumut Place, Merriwa",2020
"7 Tuomey Follow, Baldivis",2020
"7 Tupelo Fairway, Clarkson",2019
"7 Turin Lane, Piara Waters",2018
"7 Turstin Glen, Kiara",2015
"7 Tuscan Way, Karnup",2014
"7 Umina Way, Burns Beach",2019
"7 Ursinia Place, High Wycombe",2019
"7 Vale Street, Mount Lawley",2020
"7 Van Kleef Circuit, Mount Claremont",2017
"7 Varris Way, Orelia",2016
"7 Veliger Court, Heathridge",2020
"7 Versailles Parkway, Aubin Grove",2016
"7 Vervain Way, Riverton",2016
"7 Vickridge Close, Beaconsfield",2020
"7 Vilberie Close, Kiara",2016
"7 Villandry Street, Landsdale",2018
"7 Villiers Way, Parkwood",2016
"7 Vista Drive, Parkerville",2016
"7 Vitesse Approach, Shoalwater",2017
"7 Wagstaff Road, Redcliffe",2015
"7 Wah Court, Atwell",2017
"7 Waitch Loop, Beeliar",2020
"7 Walbrook Mews, Landsdale",2020
"7 Walcha Street, Mullaloo",2017
"7 Walkington Way, Eden Hill",2014
"7 Wallace Street, Mundijong",2011
"7 Wallcliffe Gate, Carramar",2017
"7 Wallum Road, Banksia Grove",2017
"7 Walton Street, Queens Park",2018
"7 Wambiri Close, South Lake",2017
"7 Wangalla Road, Koongamia",2012
"7 Wardle Court, Piara Waters",2019
"7 Ware Street, Embleton",2016
"7 Wareana Street, Menora",2012
"7 Warragoon Crescent, Attadale",2019
"7 Warrego Street, Hammond Park",2017
"7 Warri Road, City Beach",2016
"7 Watcombe Avenue, Burns Beach",2018
"7 Waterford Street, Inglewood",2018
"7 Wattle Court, Mahogany Creek",2007
"7 Wavell Road, Dalkeith",2016
"7 Waylen Road, Darlington",2016
"7 Weaver Court, Kardinya",2020
"7 Webb Street, Rossmoyne",2016
"7 Wedgewood Drive, Edgewater",2019
"7 Welland way, Beechboro",2017
"7 Wellesley Way, Samson",2009
"7 Wenstead Place, Stratton",2020
"7 Wessells Elbow, Ballajura",2018
"7 Westhaven Drive, Woodvale",2018
"7 Westwell Street, Beckenham",2017
"7 Weybridge Drive, Wellard",2020
"7 Whitehaven Avenue, Burns Beach",2017
"7 WILDFLOWER VIEW, Piara Waters",2019
"7 Wilding Place, Bull Creek",2016
"7 Wilgerup Place, Hillman",2013
"7 Willcock Avenue, Daglish",2014
"7 Williambury Drive, Yangebup",2019
"7 Williamson Lane, Stratton",2017
"7 Wiluna Street, Coolbinia",2017
"7 Windoo Place, Koongamia",2011
"7 Windsor Road, East Fremantle",2018
"7 Winmarley Street, Floreat",2018
"7 Winsport Court, Merriwa",2016
"7 Winstanley Road, Roleystone",2016
"7 Winston Way, Madeley",2019
"7 Winton Way, Baldivis",2020
"7 Wisteria Court, Forrestfield",2019
"7 Witton Court, Willetton",2020
"7 Wombarra Street, Secret Harbour",2020
"7 Wonil Way, Karawara",2019
"7 Woodlands Street, Menora",2006
"7 Woodmar Mews, Dianella",2019
"7 Woodroffe Place, Alexander Heights",2018
"7 Woodswallow Way, Alkimos",2019
"7 Woronora Close, Maida Vale",2015
"7 Wright Street, White Gum Valley",2016
"7 Wycombe Road, High Wycombe",2020
"7 Wynyard Way, Willetton",2019
"7 Wyvern Lane, Woodbridge",2009
"7 Yalgun Road, City Beach",2017
"7 Yama Close, Carramar",2019
"7 Yanderra Court, Stratton",2015
"7 Yarle Court, Cooloongup",2017
"7 Yarrimup Close, Duncraig",2019
"7 Yeaman Court, Koondoola",2014
"7 Yirel Close, Bertram",2015
"7 Yonga Way, South Guildford",2020
"7 Young Street, Melville",2019
"7 Zaragoza Drive, Port Kennedy",2019
"7/1 Kilpa Court, City Beach",2017
"7/1 Pitt Street, Woodbridge",2013
"7/1 Tricia Court, Shelley",2015
"7/13 Macleod Road, Applecross",2017
"7/144 Gwenyfred Road, Kensington",2018
"7/17 Normanby Road, Inglewood",2020
"7/184 Fern Road, Wilson",2017
"7/19 Golf Road, Parkwood",2016
"7/19 Roseheath Boulevard, Kiara",2013
"7/2 Hobby Retreat, Queens Park",2017
"7/28 Hindmarsh Avenue, Yokine",2019
"7/33 Harvest Road, North Fremantle",2017
"7/39 Maida Vale Road, Maida Vale",2018
"7/4 Alder Court, Ballajura",2020
"7/41 Hardey Road, Maylands",2019
"7/444 Metcalfe Road, Ferndale",2016
"7/446 Canning Highway, Attadale",2017
"7/45 Bradley Way, Lockridge",2014
"7/46 Kinsella Street, Joondanna",2016
"7/5 MacLeod Road, Applecross",2019
"7/50 Ivanhoe Street, Bassendean",2019
"7/59 Eastdene Circle, Nollamara",2020
"7/6 Ozone Parade, Trigg",2015
"7/7 Park Road, Midvale",2014
"7/70 Frederick Street, Shoalwater",2018
"7/79 Williams Road, Nedlands",2018
"7/8 Benson Court, Mount Nasura",2015
"7/8 Forster Avenue, Lathlain",2016
"7/8 Raleigh Street, Belmont",2019
"7/85 Scarborough Beach Road, Scarborough",2020
"7/91 Forrest Street, Cottesloe",2018
"70 Abercairn Way, Parkwood",2015
"70 Aitken Drive, Winthrop",2015
"70 Alexander Street, Wembley",2019
"70 Amherst Street, White Gum Valley",2018
"70 Armadale Road, Rivervale",2019
"70 Armstrong Road, Wilson",2020
"70 Ashdale Boulevard, Darch",2020
"70 Bayport Circuit, Mindarie",2018
"70 Beedelup Loop, Bibra Lake",2016
"70 Bennett Street, Caversham",2017
"70 Birkett Street, Bedford",2019
"70 bodicoat drive, Brookdale",2015
"70 Bottlebrush Drive, Kiara",2018
"70 Bradford Street, Menora",2017
"70 Carlton Turn, Currambine",2019
"70 Dampier Avenue, Mullaloo",2018
"70 David Street, Maida Vale",2016
"70 Delgado Parade, Iluka",2020
"70 Dorado Beach Crescent, Connolly",2019
"70 Dorchester Avenue, Warwick",2018
"70 Dovedale Street, Harrisdale",2020
"70 East Road, Pearsall",2017
"70 Geddes Street, Victoria Park",2020
"70 Gibbs Street, East Cannington",2015
"70 Glenorchy Crescent, Hamersley",2017
"70 Glyde Street, East Fremantle",2019
"70 Grand Paradiso Parade, Merriwa",2017
