"address","year_sold","bedrooms","land_area","price"
"64 Eric Street, Cottesloe",2018,4,579,1708500
"64 Fairway Circle, Connolly",2014,4,780,642500
"64 Fenchurch Street, Alexander Heights",2016,4,751,569000
"64 Flinders Avenue, Hillarys",2020,3,715,700000
"64 Foreshore Drive, Singleton",2015,3,791,750000
"64 Gay Street, Huntingdale",2017,4,564,451000
"64 Giles Avenue, Padbury",2018,4,838,770000
"64 Gratwick Terrace, Murdoch",2012,3,993,550000
"64 Highclere Boulevard, Marangaroo",2018,3,680,310000
"64 Inverness Crescent, Menora",2014,4,955,1500000
"64 Jedburgh Loop, Sinagra",2015,3,255,390000
"64 Johnston Street, Mount Helena",2014,4,1800,515000
"64 Karril Turn, Yanchep",2020,5,654,530000
"64 Lakeside Drive, Helena Valley",2020,4,1039,600000
"64 Lascelles Parade, Gooseberry Hill",2018,4,1044,610000
"64 Leake Street, Belmont",2017,4,776,665000
"64 Leeward Avenue, Eglinton",2017,4,360,395000
"64 Maida Vale Road, Maida Vale",2017,3,815,385000
"64 Markwell Avenue, Haynes",2013,4,306,165000
"64 McCombe Avenue, Samson",2015,3,757,526000
"64 Mcnairn Cross, Leda",2015,3,511,310000
"64 Mulligan Way, Orelia",2020,3,734,240000
"64 Naunton Crescent, Eden Hill",2014,4,724,652000
"64 Otisco Crescent, Joondalup",2020,4,855,550000
"64 Prinsep Road, Jandakot",2014,4,928,940000
"64 Redmond Road, Hamilton Hill",2018,3,809,630000
"64 Sandown Circle, Henley Brook",2014,4,558,470000
"64 Saponara Drive, Sinagra",2015,4,464,250000
"64 Sebastian Crescent, Coolbellup",2019,2,728,520000
"64 Silver Princess Way, Jane Brook",2019,4,639,480000
"64 Silver Sands Drive, Iluka",2016,4,639,1325000
"64 Southgate Road, Langford",2015,3,905,550000
"64 St Catharines Promenade, Champion Lakes",2018,3,416,460000
"64 St Fillans Bend, Wanneroo",2020,4,566,607000
"64 Stockdale Road, O'Connor",2009,2,1181,400000
"64 Surf Drive, Secret Harbour",2020,5,540,380000
"64 The Circle, Warwick",2014,3,500,700000
"64 Third Avenue, Bassendean",2019,4,924,550000
"64 Third Avenue, Mount Lawley",2020,3,488,920000
"64 Tottenham Street, Chidlow",2010,3,1499,410000
"64 Trailwood Drive, Woodvale",2020,4,750,505000
"64 Unnaro Street, Hillman",2009,3,683,265000
"64 Vancouver Parade, Wanneroo",2020,4,529,462000
"64 Vickers Street, Hamersley",2017,4,759,480000
"64 Walanna Drive, Karawara",2016,6,635,812000
"64 Waterford Avenue, Waterford",2014,4,839,1200000
"64 Watling Avenue, Lynwood",2016,3,786,380000
"64 Wistful Parade, Aveley",2020,4,612,440000
"64 Wright Street, Highgate",2015,6,860,1230000
"64/177 Dampier Avenue, Kallaroo",2018,3,191,370000
"648 Wanneroo Road, Balga",2020,3,728,210000
"64A Ardross Street, Applecross",2019,5,572,1250000
"64A Bourke Street, Leederville",2019,3,302,855000
"64A Moolyeen Road, Brentwood",2012,3,680,600000
"64A Samson Street, White Gum Valley",2014,4,1097,822000
"64A Thompson Road, North Fremantle",2016,5,607,960000
"64B Broun Avenue, Embleton",2015,4,343,480000
"64B Green Street, Joondanna",2016,3,318,525000
"65 Amanda Drive, Camillo",2015,3,821,300000
"65 Amberley Way, Pearsall",2015,4,749,955000
"65 Amity Boulevard, Coogee",2016,3,717,735000
"65 Archer Street, Pearsall",2017,3,610,450000
"65 Ardleigh Crescent, Hamersley",2016,3,843,517000
"65 Barnevelder Bend, Southern River",2019,5,510,470000
"65 Basildon Road, Lesmurdie",2018,5,2245,840000
"65 Beach Road, Marmion",2013,4,751,908000
"65 Beach Street, Bicton",2017,4,513,880000
"65 Belhaven Terrace, Quinns Rocks",2019,5,579,600000
"65 Berlotto Drive, Tapping",2019,3,642,300000
"65 Brookton Highway, Mount Nasura",2015,4,931,450000
"65 Brushfoot Boulevard, Success",2020,4,600,575000
"65 Chandler Road, Sorrento",2017,5,784,1150000
"65 Cheriton Drive, Carramar",2019,4,631,485000
"65 Cloister Avenue, Manning",2018,4,515,848000
"65 Collick Street, Hilton",2018,3,823,575000
"65 Conti Road, Ashby",2017,4,606,510000
"65 Cristobal Crescent, Mindarie",2019,4,649,565000
"65 Delgado Parade, Iluka",2018,5,590,992000
"65 Feakle Bend, Ridgewood",2015,3,361,370000
"65 First Avenue, Rossmoyne",2019,3,870,1210000
"65 Flora Terrace, Watermans Bay",2015,3,448,842500
"65 Gabell Way, Koondoola",2014,3,719,438000
"65 Gooseberry Hill Road, Gooseberry Hill",2015,3,2307,715000
"65 Grand Paradiso Parade, Merriwa",2015,3,248,166000
"65 Greenside Drive, Yanchep",2020,3,224,259000
"65 Henley Street, Manning",2020,4,484,802000
"65 Holmfirth Street, Menora",2014,5,1138,2200000
"65 Honeywood Avenue, Wandi",2019,4,462,565000
"65 Hope Street, White Gum Valley",2015,3,484,539000
"65 Jerrail Street, Yanchep",2018,4,720,475000
"65 John Street, Cottesloe",2020,2,638,1700000
"65 Jones Street, Stirling",2017,5,713,600000
"65 Kembla Circle, Madeley",2019,4,518,630000
"65 Kerwin Way, Lockridge",2016,4,692,300000
"65 Koolan Drive, Shelley",2020,4,725,800000
"65 Koondoola Avenue, Koondoola",2018,4,769,227000
"65 Marden Grange, Aveley",2018,4,529,400000
"65 Markwell Avenue, Haynes",2013,4,378,179000
"65 Meyrick Way, Langford",2016,3,692,285000
"65 Monash Avenue, Como",2019,3,1012,980000
"65 Montebello Avenue, Heathridge",2020,4,546,590000
"65 Murrumbidgee Drive, Hammond Park",2017,4,575,600000
"65 Oats Street, Kewdale",2017,4,901,740000
"65 Orchid Avenue, Bennett Springs",2014,4,484,422500
"65 Osten Drive, Langford",2016,4,436,440000
"65 Plover Drive, Yangebup",2017,3,742,450000
"65 Princeton Circuit, Aubin Grove",2016,4,608,470000
"65 Ranworth Road, Hocking",2020,4,507,485000
"65 Santa Barbara Parade, Quinns Rocks",2018,4,574,430000
"65 Singleton Beach Road, Singleton",2016,4,580,367000
"65 Slade Street, Bayswater",2019,4,468,560000
"65 Summerton Road, Medina",2015,4,980,430000
"65 Tate Street, West Leederville",2017,4,613,1625000
"65 Tijuana Road, Brookdale",2015,5,755,357000
"65 Toorak Road, Rivervale",2019,4,690,690000
"65 Townsing Road, Kardinya",2019,4,805,650000
"65 Trethowan Promenade, Alkimos",2018,3,225,399000
"65 Viking Road, Dalkeith",2015,4,1012,2320000
"65 Watling Avenue, Lynwood",2016,3,813,408000
"65 Wisteria Parade, Edgewater",2017,4,680,495000
"65 Wood Street, Swanbourne",2014,4,531,1670000
"65 Wood Street, White Gum Valley",2015,4,760,1150000
"65 Woolwich Street, West Leederville",2018,2,220,820000
"65/273 Hay Street, East Perth",2020,2,1882,290000
"650 Stone Street, Chidlow",2016,4,2020,565000
"651 Karrinyup Road, Stirling",2018,4,769,620000
"652 Safety Bay Road, Waikiki",2019,3,681,340000
"6571 West Swan Road, West Swan",2013,3,1860,695000
"657a Karrinyup Road, Stirling",2020,2,1001,510000
"658 North Beach Road, Gwelup",2017,2,437,575000
"65a Beamish Avenue, Brentwood",2019,4,489,1045000
"65A Boulton Street, Dianella",2020,4,543,599000
"65A Guildford Road, Mount Lawley",2018,4,547,703000
"65A Rockingham Beach Road, Rockingham",2018,4,482,875000
"65B Glenelg Street, Mount Pleasant",2018,3,604,841125
"65B Jubilee Street, Beckenham",2017,3,963,375000
"65B North Beach Road, North Beach",2017,3,362,606000
"65C Canavan Crescent, Manning",2019,4,2241,850000
"66 Alderbury Street, Floreat",2018,3,458,1250000
"66 Alpina Promenade, Banksia Grove",2017,3,315,335000
"66 Amalfi Drive, Hillarys",2019,4,736,1300000
"66 Apple Blossom Drive, Mirrabooka",2015,3,704,450000
"66 Bellport Parade, Mindarie",2018,4,420,480000
"66 Belvedere Road, Hamersley",2017,4,769,565000
"66 Bondi Crescent, Warnbro",2019,4,732,362500
"66 Bottlebrush Drive, Kiara",2015,3,663,547500
"66 Bramwell Road, Noranda",2016,4,714,620000
"66 Breaksea Drive, North Coogee",2017,3,208,820000
"66 Broadhurst Crescent, Bateman",2017,3,786,722500
"66 Brown Crescent, Seville Grove",2018,4,680,343000
"66 Camden Boulevard, Aubin Grove",2017,4,501,550000
"66 Carosa Road, Ashby",2015,4,640,475000
"66 Chadwick Parade, Brookdale",2015,4,759,312000
"66 Charles Riley Road, Trigg",2016,3,298,725000
"66 Coonawarra Drive, Caversham",2017,3,573,388000
"66 Cuthbertson Drive, Cooloongup",2018,4,680,310000
"66 Dunrossil Place, Wembley Downs",2017,4,982,1520000
"66 Elmore Street, Mount Helena",2015,3,2039,410000
"66 Evans Street, Shenton Park",2018,4,418,1645000
"66 Everglades Parade, Landsdale",2019,4,665,590000
"66 Fairfield Street, Mount Hawthorn",2019,3,462,1170000
"66 First Avenue, Bickley",2016,4,2021,645000
"66 Flecker Promenade, Aveley",2018,3,601,495000
"66 Flowerwood Way, Huntingdale",2015,4,633,491000
"67 Weddall Road, Lockridge",2020,2,692,290000
"66 Gerard Street, East Cannington",2016,3,800,539125
"66 Glen Iris Drive, Jandakot",2013,4,805,900000
"66 Golf Links Drive, Carramar",2017,4,701,580000
"66 Gossamer Avenue, Mirrabooka",2015,3,685,440000
"66 Goundrey Drive, Pearsall",2018,3,320,425000
"66 Great Northern Highway, Middle Swan",2013,3,935,355000
"66 Green Street, Joondanna",2016,2,280,200000
"66 Grenadier Drive, Thornlie",2018,3,739,300000
"66 Grosvenor Road, Mount Lawley",2019,4,577,950000
"66 Guildford Road, Mount Lawley",2019,2,141,505000
"66 Henning Crescent, Manning",2016,4,644,1150000
"66 Herdsman Parade, Wembley",2020,4,632,1045000
"66 Huntsman Terrace, Jane Brook",2017,4,783,548000
"66 Ivory Street, Noranda",2017,4,574,590000
"66 Katanning Street, Bayswater",2019,4,442,570000
"66 Kennedy Street, Inglewood",2017,3,474,1065000
"66 Knutsford Avenue, Rivervale",2020,3,695,520000
"66 Leach Highway, Wilson",2020,4,809,498000
"66 Lefroy Road, Beaconsfield",2016,4,761,890000
"66 Louise Street, Nedlands",2020,4,1005,2100000
"66 Markwell Avenue, Haynes",2013,3,306,165000
"66 Moolyeen Road, Brentwood",2017,3,333,580000
"66 Oliphant Street, Kenwick",2015,3,519,407000
"66 Pace Road, Medina",2016,3,769,275000
"66 Parnell Avenue, Marmion",2014,4,720,845000
"66 Paterson Street, Mundijong",2013,4,971,525000
"66 Patterson Drive, Middle Swan",2016,3,551,350000
"66 Pavetta Crescent, Forrestfield",2019,3,702,310000
"66 Philip Road, Dalkeith",2015,3,1164,2300000
"66 Rivington Entrance, Aveley",2020,4,426,424000
"66 Roebuck Drive, Salter Point",2018,4,1017,707000
"66 Stockdale Crescent, Wembley Downs",2017,4,534,1160000
"66 Stockdale Road, O'Connor",2012,4,469,317000
"66 Swansea Street, East Victoria Park",2018,3,506,780000
"66 Thompson Road, North Fremantle",2016,3,403,1150000
"66 Tindal Avenue, Beeliar",2018,4,424,450000
"66 Tokara Avenue, Henley Brook",2013,4,608,510000
"66 Vanderlin Crescent, Ridgewood",2016,4,594,430000
"66 Viking Road, Dalkeith",2018,4,1012,2275000
"66 Wicklow Circle, Darch",2018,4,635,610000
"663A Safety Bay Road, Warnbro",2019,3,1000,275000
"665 Safety Bay Road, Warnbro",2020,4,601,385000
"66a Beach Road, Watermans Bay",2010,3,390,720000
"66A Beach Street, Bicton",2019,3,603,850000
"66A Central Road, Rossmoyne",2018,4,519,818000
"66A Harcourt Drive, Hillarys",2020,3,453,752000
"6A Winterfold Road, Hilton",2016,4,618,770000
"66A Jupiter Street, Carlisle",2020,3,401,400000
"66A Second Avenue, Rossmoyne",2014,5,503,1190000
"66A Stockdale Road, O'Connor",2011,3,595,530000
"66A Surrey Road, Rivervale",2019,4,540,635000
"66B Beach Road, Watermans Bay",2016,4,680,830000
"67 Abington Avenue, Baldivis",2020,3,252,285000
"67 Alexandria Boulevard, Canning Vale",2019,4,700,590000
"67 Amity Boulevard, Coogee",2019,4,718,750000
"67 Baningan Avenue, Success",2020,4,698,480000
"67 Beaconsfield Avenue, Midvale",2014,3,846,410000
"67 Billericay Circuit, Butler",2020,4,350,349000
"67 Buntine Road, Wembley Downs",2019,4,685,1250000
"67 Cameron Street, Langford",2017,3,603,315000
"67 Careniup Avenue, Gwelup",2017,4,618,930000
"67 Carr Crescent, Warwick",2015,3,696,520000
"67 Chessell Drive, Duncraig",2018,5,700,500000
"67 Cloister Avenue, Manning",2017,3,516,865000
"67 Cuthbertson Drive, Cooloongup",2017,4,700,390000
"67 Dalkeith Road, Nedlands",2020,4,1012,1615000
"67 Dericote Way, Greenwood",2017,3,688,317000
"67 Flora Terrace, Watermans Bay",2012,4,474,950000
"67 Fortescue Street, East Fremantle",2020,4,1012,1700000
"67 Glenelg Avenue, Wembley Downs",2017,3,677,1120000
"67 Grand Ocean Boulevard, Port Kennedy",2019,4,703,379000
"67 Hampton Road, Darch",2015,4,567,635000
"67 Hurlston Way, Koondoola",2016,3,731,390000
"67 Johanson Promenade, Murdoch",2016,5,718,825000
"67 Kenny Street, Bassendean",2020,2,486,637500
"67 Lanark Street, Coolbinia",2018,4,780,1375000
"67 Manly Crescent, Warnbro",2019,4,751,355000
"67 Mataitai Loop, Cooloongup",2020,3,684,230000
"67 Merlot Way, Pearsall",2015,3,249,407000
"67 Millstream Drive, Southern River",2019,4,590,590000
"67 Minora Road, Dalkeith",2017,5,828,2100000
"67 Monaco Avenue, North Lake",2019,5,755,655000
"67 Morgan Road, Seville Grove",2018,3,680,236000
"67 Sanctuary Drive, Bertram",2019,4,546,362500
"67 Sandown Circle, Henley Brook",2018,3,410,340000
"67 Shepperton Drive, Butler",2019,4,561,410000
"67 Short Street, Joondanna",2020,5,888,990000
"67 Silver Sands Drive, Iluka",2020,4,692,925000
"67 Sturtridge Road, Lockridge",2017,3,748,310000
"67 Third Avenue, Kelmscott",2019,3,1052,219000
"67 Tissington Drive, Darch",2016,4,908,637000
"67 Unnaro Street, Hillman",2009,3,698,290000
"67 Waring Green, Clarkson",2020,4,555,395000
"67 Warragoon Crescent, Attadale",2017,3,420,888000
"67 Whitfield Street, Bassendean",2019,4,1056,1075000
"67 Woolgar Way, Lockridge",2015,4,745,300000
"67 Woolwich Street, West Leederville",2017,3,368,1030000
"670 Glen Road, Darlington",2017,3,2024,440000
"673 Karrinyup Road, Stirling",2020,3,772,680000
"675 Katharine Street, Bellevue",2015,3,714,470000
"675 TRAYLEN ROAD, Stoneville",2014,4,2008,610000
"67A Barnes Street, Innaloo",2018,3,406,580000
"67A Beatty Avenue, East Victoria Park",2020,3,1093,508000
"67A Canavan Crescent, Manning",2016,4,957,850000
"67A Egham Road, Lathlain",2019,3,505,635000
"67A Holman Street, Alfred Cove",2017,4,498,850000
"67A Oats Street, Kewdale",2017,2,80,277000
"67A Rathay Street, Kensington",2014,4,328,830000
"67A Reynolds Road, Mount Pleasant",2020,4,518,800000
"67B Camberwell Street, East Victoria Park",2018,4,444,565000
"67B Kitchener Road, Melville",2018,3,971,307500
"68 Appleby Drive, Darch",2017,3,450,590000
"68 Ashdale Boulevard, Darch",2019,5,664,565000
"68 Bradford Street, Menora",2009,4,495,851500
"68 Bridgeman Drive, Bennett Springs",2016,4,493,595000
"68 Broome Street, Highgate",2015,2,310,950000
"68 Buckingham Road, Kelmscott",2019,3,2155,508000
"68 Cambridge Crescent, Cooloongup",2019,3,688,259000
"68 Canning Road, Kalamunda",2016,3,1141,420000
"68 Cockman Road, Greenwood",2020,3,710,370000
"68 Cromarty Road, Churchlands",2017,4,555,1680000
"68 Cross Street, Queens Park",2016,3,824,373000
"68 Da Vinci Drive, Tapping",2017,4,558,460000
"68 Dalvik Avenue, Merriwa",2020,4,534,299000
"68 Dunedin Street, Mount Hawthorn",2017,4,477,1240000
"68 East Street, Guildford",2016,4,557,697000
"68 East Street, Mount Hawthorn",2020,2,376,800000
"68 Elsie Street, Watermans Bay",2018,4,1071,1800000
"68 Folland Parade, Atwell",2017,4,585,455000
"68 Frederic Street, Midland",2019,3,1418,300000
"68 Girrawheen Avenue, Girrawheen",2019,4,691,322000
"68 Gladstone Road, Rivervale",2020,3,706,654000
"68 Hamelin Drive, Ballajura",2019,4,548,390000
"68 Hardy Road, Ashfield",2014,3,635,515000
"68 Johnston Street, Mount Helena",2014,3,1834,428000
"68 Justin Drive, Sorrento",2018,5,685,800000
"68 Karril Turn, Yanchep",2019,4,519,420000
"68 Koolbardi Loop, Byford",2018,4,583,420000
"68 La Fayette Boulevard, Bibra Lake",2017,4,739,630000
"68 Lakeside Drive, Helena Valley",2016,4,1003,620000
"68 Lauterbach Drive, Gosnells",2018,4,513,340000
"68 Margaret Street, Ashfield",2013,3,597,460000
"68 Margaret Street, Midland",2016,4,449,410000
"68 Matilda Street, Huntingdale",2016,4,685,378000
"68 Millendon Street, Carramar",2018,4,612,575000
"68 Murchison Street, Shenton Park",2020,3,325,1125000
"68 Paterson Street, Mundijong",2007,3,1000,397500
"68 Ranworth Road, Hocking",2018,4,548,580000
"68 Rennie Crescent, Hilton",2016,3,541,570000
"68 Rupert Street, Subiaco",2019,3,322,1460000
"68 Sasse Avenue, Mount Hawthorn",2018,2,377,765000
"68 Southmead Drive, Landsdale",2018,4,730,690000
"68 St Leonards Avenue, West Leederville",2018,3,650,2000000
"68 Strickland Street, Swanbourne",2017,4,514,1085000
"68 Swan Street, Guildford",2018,5,927,1057500
"68 Tenth Avenue, Inglewood",2018,4,572,1065000
"68 The Boulevard, Floreat",2018,4,836,1450000
"68 The Boulevarde, Mount Hawthorn",2018,4,470,1280000
"68 Thundelarra Avenue, Ellenbrook",2020,3,300,320000
"68 Ullapool Road, Mount Pleasant",2020,4,782,1830000
"68 Unnaro Street, Hillman",2009,3,683,285000
"68 Walanna Drive, Karawara",2010,5,633,840000
"68/2 Milyarm Rise, Swanbourne",2014,3,210,1329000
"687 Hay Street, Jolimont",2015,4,684,1550000
"68A Goddard Street, Lathlain",2016,3,454,825000
"68A Lamond Street, Alfred Cove",2015,5,714,1000000
"68A Meller Road, Bibra Lake",2017,4,439,425000
"68a Salcott Road, Girrawheen",2016,3,941,310000
"68A Weddall Road, Lockridge",2017,3,476,239000
"68A West Coast Drive, Marmion",2016,3,655,1440000
"68B Abbett Street, Scarborough",2019,3,305,550000
"68B Gunida Street, Mullaloo",2019,4,768,650000
"68B Solar Way, Carlisle",2017,3,443,550000
"69 Andrews Road, Wilson",2019,3,301,560000
"69 Barfield Road, Hammond Park",2017,3,546,542000
"69 Barrington Avenue, Champion Lakes",2013,5,431,210000
"69 Basildon Road, Lesmurdie",2018,4,2139,1000000
"69 Basinghall Street, East Victoria Park",2018,3,391,730000
"69 Brightlands Circuit, Carramar",2019,4,606,552500
"69 Carawatha Avenue, Mount Nasura",2020,5,1810,685000
"69 Carisbrooke Street, Maddington",2019,3,685,195000
"69 Channon Street, Cannington",2019,4,561,432000
"69 Christchurch Terrace, Currambine",2019,4,710,565000
"69 Clayton Street, Bellevue",2012,3,1012,340000
"69 Cloister Avenue, Manning",2020,4,513,835000
"69 Cooper Street, Madeley",2020,3,379,471000
"69 Corring Way, Parmelia",2015,4,712,312500
"69 Currie Street, Warnbro",2020,3,832,280000
"69 Cyril Road, High Wycombe",2019,4,837,440000
"69 Da Vinci Drive, Tapping",2019,4,581,430000
"69 Dean Road, Bateman",2013,4,769,743000
"69 Duke Street, East Fremantle",2020,3,509,1045000
"69 East Street, Mount Hawthorn",2019,3,376,900000
"69 Feakle Bend, Ridgewood",2015,3,299,370000
"69 FENNELL CRESCENT, Wattle Grove",2016,4,513,420000
"69 Fifth Avenue, Shoalwater",2017,4,1012,860000
"69 First Avenue, Rossmoyne",2019,5,948,1200000
"69 Glyde Street, East Fremantle",2018,4,508,1300000
"69 Graylands Road, Claremont",2020,3,448,975000
"69 Hartung Street, Mundaring",2017,4,1794,540000
"69 HIGH STREET, Sorrento",2019,3,693,1045000
"69 Hobbs Avenue, Como",2020,4,1123,1070000
"69 Jane Brook Drive, Jane Brook",2020,4,700,520000
"69 Kennedia Entrance, Dayton",2016,3,312,465000
"69 Keystone Loop, Secret Harbour",2019,5,540,449000
"69 Kirkdale Avenue, Floreat",2017,4,850,1408000
"69 Kitchener Street, Trigg",2014,3,508,815000
"69 Lakeshore Close, Ballajura",2018,4,1211,732000
"69 Lilburne Road, Duncraig",2018,4,681,650000
"69 Lintonmarc Drive, Redcliffe",2018,4,556,580000
"69 Maamba Road, Wattle Grove",2015,4,704,695000
"69 Macleod Road, Applecross",2018,4,1012,1550000
"69 Macnaughton Crescent, Kinross",2019,4,568,405000
"69 Manchester Drive, Hocking",2019,4,534,455000
"69 Markwell Avenue, Haynes",2013,4,399,195000
"69 Mcdonald Street, Como",2020,2,873,1340000
"69 Meridian Drive, Mullaloo",2020,4,693,580000
"69 Milina Street, Hillman",2013,4,683,290000
"69 Millen Street, Mount Nasura",2016,3,1255,445000
"69 Milne Street, Bayswater",2020,1,662,880000
"69 Miltona Drive, Secret Harbour",2019,4,2106,630000
"69 Milverton Avenue, Karrinyup",2018,3,810,759000
"69 Mintaro Parade, Quinns Rocks",2018,4,628,630000
"69 Moreing Street, Redcliffe",2020,3,339,475000
"69 Old York Road, Greenmount",2016,3,2400,450000
"69 Parkway Road, Bibra Lake",2020,3,736,820000
"69 Prescott Drive, Kardinya",2017,4,794,700000
"69 Rathay Street, Kensington",2019,4,328,765000
"69 Regency Avenue, Madeley",2018,4,612,675000
"69 Ridgehill Rise, Roleystone",2017,4,2023,610000
"69 Romano Crescent, Iluka",2019,4,720,1260000
"69 Russell Street, East Cannington",2016,4,984,540000
"69 Snook Crescent, Hilton",2018,2,813,612000
"69 Station Street, Cannington",2016,4,1019,450000
"69 Stortford Road, Southern River",2020,4,553,625000
"69 Stratton Boulevard, Stratton",2015,3,525,352000
"69 Toledo Circuit, Port Kennedy",2018,4,737,430000
"69 Tomah Road, Wattle Grove",2017,4,601,700000
"69 Toodyay Road, Middle Swan",2018,3,729,285000
"69 Tramontane Approach, Dayton",2015,3,362,461000
"69 Tweeddale Road, Applecross",2017,4,506,1775000
"69 Victoria Parade, Midvale",2013,4,848,330000
"69 Villatella Gardens, Piara Waters",2018,4,747,580000
"69 Westbrook Street, Calista",2017,3,917,325000
"69 Weymouth Boulevard, Quinns Rocks",2020,3,387,520000
"69/45 Elvire Street, Viveash",2013,3,213,220000
"69/9 Delhi Street, West Perth",2018,3,154,635000
"691 Hay Street, Jolimont",2015,3,683,961250
"692A Canning Highway, Applecross",2019,3,1013,650000
"693 Great Northern Highway, Herne Hill",2008,3,1238,450000
"695 Katharine Street, Bellevue",2012,4,722,570000
"699 Jarrahdale Road, Jarrahdale",2009,3,952,460000
"69A Enfield Street, Lathlain",2017,3,385,798000
"69A Lancaster Street, Dianella",2020,5,556,950000
"6A Aiken Street, Myaree",2014,4,510,760000
"6A Aragon Way, Wilson",2016,2,1040,390000
"6a Bayley Street, Woodbridge",2012,4,943,686000
"6A Donvale Court, Landsdale",2018,4,449,400000
"6a Fenton Place, Myaree",2018,3,420,630000
"6A Fifth Avenue, Shoalwater",2017,3,523,610000
"6A Hayward Street, Myaree",2017,4,469,700000
"6A Hope Avenue, Manning",2017,3,297,575000
"6A Jacqueline Street, Bayswater",2019,3,1190,439000
"6A Jarvis Street, O'Connor",2013,3,644,595000
"6A JUTLAND RISE, Ocean Reef",2018,4,468,590000
"6A Kenny Drive, Duncraig",2018,3,432,450000
"6A Korel Place, Coogee",2018,3,578,570000
"6A Laconia Court, Riverton",2017,2,519,500000
"6A Love Street, Myaree",2015,4,462,755000
"6A Miller Avenue, Redcliffe",2018,3,388,360000
"6A Oakleigh Pass, Harrisdale",2018,3,350,520000
"6A Oakwood Avenue, Woodlands",2017,4,576,1095000
"6A Olivia Close, Alexander Heights",2020,3,296,315000
"6A Osborne Parade, Claremont",2019,3,455,1580000
"6A Ralston Road, Kardinya",2018,4,378,530000
"6A Renmark Street, Balcatta",2018,3,233,430000
"6A Sedgeford Road, North Beach",2018,3,364,850000
"6A Sicklemore Street, Booragoon",2018,3,935,838000
"6A Spencer Road, Kelmscott",2019,4,451,230000
"6A Taxal Close, Carine",2020,2,937,545000
"6A Weston Street, Carlisle",2017,4,463,765000
"6A Worley Street, Willagee",2018,3,425,625000
"6B Abraham Place, Murdoch",2012,4,390,630000
"6B Albury Lane, Currambine",2017,3,462,378000
"6B Aragon Way, Wilson",2016,2,1040,387500
"6B Bussell Road, Wembley Downs",2018,4,441,1150000
"6B Clydesdale Street, Alfred Cove",2017,3,512,1125000
"6b Copenhagen Drive, Hocking",2020,3,305,420000
"6B Cowan Street, Alfred Cove",2017,5,500,1190000
"6B Elstree Court, Lynwood",2019,3,487,352000
"6B Glyde Street, East Fremantle",2019,4,301,1135000
"6B Gullima Court, Huntingdale",2016,4,1009,505000
"6B Hope Avenue, Manning",2020,3,490,720000
"6B Knott Court, Camillo",2016,3,987,227000
"6B Macrae Road, Applecross",2017,3,466,940000
"6B Muriel Avenue, Innaloo",2019,3,197,430000
"6B Park Street, Trigg",2015,3,307,840000
"6B Parkview Parade, Redcliffe",2015,3,357,425000
"6B Sedgman Mews, Murdoch",2017,3,379,528500
"6B Shoal Court, Coogee",2019,3,440,514000
"6B Wesbank Vista, Ocean Reef",2017,4,457,585000
"6C Coora Place, Nollamara",2020,3,209,292000
"6C Jacqueline Street, Bayswater",2019,4,1190,440000
"6C Marchamley Street, Carlisle",2017,3,321,510000
"6C Phillips Grove, Innaloo",2018,3,316,600000
"6C Rossmoyne Drive, Rossmoyne",2013,4,580,1250000
"7 Acott Road, Gosnells",2018,4,570,390000
"7 Ada Street, South Fremantle",2017,3,413,1350000
"7 Adelphi Court, Marangaroo",2016,4,540,407000
"7 Adiantum Avenue, Byford",2020,4,480,379000
"7 Adina Road, City Beach",2016,4,830,2075000
"7 Ailsa Way, The Vines",2020,4,749,545000
"7 Aitken Place, Noranda",2018,5,710,700000
"7 Ajax Place, Beldon",2017,4,704,500000
"7 Alba Court, Mirrabooka",2015,4,729,448000
"7 Aldenham Drive, Southern River",2018,4,643,558000
"7 Alfred Road, North Fremantle",2016,3,415,850000
"7 Allerton Way, Booragoon",2016,4,367,870000
"7 Allora Avenue, Subiaco",2018,4,297,1650000
"7 Almond Street, Guildford",2014,6,552,820000
"7 Alocasia Close, South Lake",2017,4,702,510000
"7 Alperton Court, Kingsley",2019,4,710,655000
"7 Altea Way, Alkimos",2019,4,540,670000
"7 Altone Road, Lockridge",2018,3,729,303000
"7 Alumni Terrace, Churchlands",2016,4,391,1670000
"7 Amanda Drive, Camillo",2015,3,684,280000
"7 Ambridge Street, Hamersley",2020,3,805,810000
"7 Amcer Rise, Stratton",2016,4,509,339000
"7 Ameer Crescent, Bertram",2016,4,601,410000
"7 Amergin Street, Aveley",2019,5,640,490000
"7 Amethyst Place, Maida Vale",2018,3,602,425000
"7 Amherst Road, Woodbridge",2020,2,506,500000
"7 Anadara Place, Mullaloo",2017,4,712,690000
"7 Anstey Street, Mundijong",2014,3,1169,320000
"7 Antrim Place, Beckenham",2020,4,526,350000
"7 Aquamarine Street, Eglinton",2017,3,295,330000
"7 Arbor Close, Singleton",2019,5,740,627000
"7 Arden Court, Hillarys",2019,4,1003,1220000
"7 Argosy Lane, Jindalee",2017,3,360,450000
"7 Armadale Crescent, Coolbinia",2017,4,796,1195000
"7 Armitage Close, South Guildford",2016,3,490,425000
"7 Arnhem Court, Ballajura",2020,4,493,400000
"7 Arnott Court, Kelmscott",2020,3,870,260000
"7 Artarmon Rise, Kallaroo",2018,5,963,1055000
"7 Artemis Elbow, Aveley",2020,4,640,575000
"7 Artizan Pass, Piara Waters",2020,4,728,810000
