ADDRESS,PRICE
"47 Lilly Street, South Fremantle",930000
"47 Longreach Parade, Coogee",890000
"47 Lydon Boulevard, Atwell",483000
"47 Madden Way, Parmelia",240000
"47 Malleefowl Way, Alkimos",417500
"47 Margaret Street, Ashfield",440000
"47 Maroubra Parade, Secret Harbour",280000
"47 Marshall Way, Samson",620000
"47 Matson Street, Medina",258000
"47 Mattingleys Approach, Burns Beach",790000
"47 MERRANG Circuit, Carramar",633900
"47 Minerva Loop, Success",526000
"47 Monash Circle, Marangaroo",480000
"47 Montebello Avenue, Heathridge",520000
"47 Morrison Road, Woodbridge",525000
"47 Mosedale Loop, Waikiki",385000
"47 Needlewood Road, Churchlands",1080000
"47 Oakleaf Circle, Mirrabooka",295000
"47 Oakwood Crescent, Waikiki",285000
"47 Panzano Circuit, Woodvale",568888
"47 Parkview Parade, Redcliffe",455000
"47 Pearson Street, Ashfield",285000
"47 Peel Street, Jolimont",965000
"47 Penguin Road, Shoalwater",510000
"47 Pensacola Avenue, Caversham",415000
"47 Pissaro Crescent, Ashby",527000
"47 Potts Street, Melville",670000
"47 Pulchella Ramble, Banksia Grove",411000
"47 Redgum Avenue, Bellevue",379000
"47 Redington Drive, Butler",349000
"47 Ridge Road, Cockburn Central",530000
"47 Roberts Road, Lathlain",777000
"47 Rosebery Street, Jolimont",985000
"47 Rusthall Way, Huntingdale",390000
"47 San Teodoro Avenue, Sinagra",380000
"47 Savannah Way, Iluka",760000
"47 Sawle Road, Hamilton Hill",590000
"47 Sedgeford Road, North Beach",605000
"47 Shakespeare Street, Mount Hawthorn",1290000
"47 Simper Crescent, White Gum Valley",721000
"47 Smith Street, Highgate",284000
"47 Solomon Street, Palmyra",577000
"47 Starling Street, Hamilton Hill",490000
"47 Surrey Street, Dianella",900000
"47 Sylvan Crescent, Leeming",700000
"47 Toowong Street, Bayswater",585000
"47 Torquata Drive, Mirrabooka",330000
"47 Toucan Way, Ballajura",427000
"47 Ullinger Loop, Marangaroo",464000
"47 Vincent Street, Mount Lawley",811500
"47 Waimea Road, Safety Bay",760000
"47 Wanaping Road, Kenwick",445000
"47 Waratah Avenue, Dalkeith",1700000
"47 Willard Circuit, Banksia Grove",307000
"47 Williton Road, Karrinyup",1080000
"47 Wingrove Road, Langford",375000
"470 Lyon Road, Wandi",975000
"470A Karrinyup Road, Gwelup",692000
"471 Warwick Road, Greenwood",427000
"471A Stirling Highway, Cottesloe",965050
"473A Canning Highway, Melville",805000
"473b Canning Highway, Melville",920000
"474 Shenton Avenue, Iluka",700000
"475 Crawford Road, Dianella",568000
"476C Karrinyup Road, Gwelup",780000
"477 Sevenoaks Street, Beckenham",330000
"478 Karrinyup Road, Gwelup",477000
"478 Marmion Street, Myaree",680000
"479 Lakeside Drive, Joondalup",695000
"479A Bickley Road, Kenwick",388000
"479b Bickley Road, Kenwick",340000
"47A Anzac Road, Leederville",1300000
"47A Appian Way, Hamersley",540000
"47A Castle Road, Woodlands",550000
"47A Doney Street, Alfred Cove",1200000
"47A Hamilton Street, Stirling",600000
"47A Ionic Street, Shelley",1085000
"47A John Street, Inglewood",860000
"47A Links Road, Ardross",880000
"47A Mantua Crescent, Churchlands",820000
"47A MARSH AVENUE, Manning",885000
"47a Montreal Street, White Gum Valley",585000
"47A Wood Street, Inglewood",685000
"47B Armagh Street, Victoria Park",650000
"47B Ashburton Street, East Victoria Park",673000
"47B Baal Street, Palmyra",595000
"47B Lamond Street, Alfred Cove",1210000
"47B Parkside Avenue, Mount Pleasant",960000
"47B Trink Street, Cloverdale",420000
"48 Abbey Green Road, Banksia Grove",540000
"48 Alciston Way, Huntingdale",270000
"48 Allamanda Drive, South Lake",250000
"48 Amadeus Crescent, Port Kennedy",312500
"48 Amethyst Crescent, Mount Richon",500000
"48 Arabella Loop, North Coogee",1200000
"48 Archer Street, Pearsall",505000
"48 Aussat Drive, Kiara",510000
"48 Avila Way, Alexander Heights",525000
"48 Avon Crescent, Viveash",450000
"48 Banksia Terrace, Kensington",740000
"48 Beedelup Loop, Bibra Lake",411000
"48 Bernier Road, Shelley",890000
"48 Birralee Loop, Innaloo",720000
"48 Bland Street, Como",850000
"48 Blencowe Street, West Leederville",2050000
"48 Bottlebrush Drive, Kiara",430000
"48 Breaden Drive, Cooloongup",274000
"48 Brilliant Rise, Stratton",278000
"48 Bromley Road, Hilton",555000
"48 Brumby Avenue, Henley Brook",323000
"48 Caledonia Avenue, Currambine",485000
"48 Calista Avenue, Calista",310000
"48 Carissa Way, Forrestfield",312500
"48 Carnarvon Crescent, Coolbinia",1850000
"48 Carrick Road, Mount Richon",639000
"48 Castle Street, North Beach",615000
"48 Celeste Street, Eglinton",402000
"48 Coleman Crescent, Melville",535000
"48 Commercial Road, Shenton Park",1330000
"48 Connell Avenue, Martin",550000
"48 Crabtree Way, Medina",200000
"48 Damepattie Drive, Two Rocks",550000
"48 David Street, Maida Vale",520000
"48 Diamantina Boulevard, Byford",390000
"48 Doonan Road, Nedlands",1650000
"48 Doriot Way, Carine",800000
"48 Dorney Esplanade, Champion Lakes",570000
"48 Dotterel Way, East Cannington",479000
"48 Dryandra Drive, Mirrabooka",294000
"48 Dutton Crescent, Hamersley",490000
"48 Edgefield Way, North Beach",580000
"48 Edna Way, Duncraig",570000
"48 Emperor Avenue, Beldon",480000
"48 Endeavour Avenue, Bull Creek",679000
"48 Fagin Way, Forrestfield",430000
"48 Fairbairn Road, Coogee",760000
"48 French Street, Ashfield",583000
"48 Gallop Road, Dalkeith",1950000
"48 Garran Loop, Henley Brook",449000
"48 Garratt Road, Bayswater",500000
"48 Gillon Street, Karawara",519000
"48 Gladstone Road, Rivervale",545000
"48 Glasgow Way, Seville Grove",265000
"48 Glen Iris Drive, Jandakot",720000
"48 Gratwick Way, Koondoola",362000
"48 Gummery Street, Bedford",635000
"48 Hainsworth Avenue, Girrawheen",355000
"48 Halesworth Parade, Butler",340000
"48 Halesworth Road, Jolimont",966000
"48 Hamilton Street, Cannington",710000
"48 Harper Street, Woodbridge",555000
"48 Helena Street, Guildford",599000
"48 Heliconia Turn, Stirling",850000
"48 Highlander Parade, Rockingham",425000
"48 Holmfirth Street, Menora",1625000
"48 Hovia Terrace, Kensington",1000000
"48 Huntsman Terrace, Jane Brook",540000
"48 Hybanthus Road, Ferndale",500000
"48 Ivory Street, Noranda",515000
"48 Jasmin Promenade, Byford",307500
"48 Jinda Road, Koongamia",262000
"48 Johnsonia Bend, Hammond Park",565000
"48 Kardan Circuit, Karawara",955000
"48 KINGFISHER AVENUE, Ballajura",305000
"48 Kingsall Road, Attadale",960000
"48 Kitchener Street, North Beach",850000
"48 Lakefront Circle, The Vines",340000
"48 Lilburne Road, Duncraig",650000
"48 Liriope Parkway, Sinagra",500000
"48 Lucich Street, Kelmscott",400000
"48 Mallina Crescent, Golden Bay",265000
"48 Margaret Street, Ashfield",760000
"48 Marjorie Avenue, Riverton",710000
"48 Marsh Avenue, Manning",875000
"48 Masthead Close, Jindalee",500000
"48 McFarlane Circle, Mirrabooka",365000
"48 Montebello Avenue, Heathridge",590000
"48 Monterey Drive, Woodvale",444000
"48 Moombaki Avenue, Bertram",482000
"48 Morgan Way, Girrawheen",365000
"48 Mottlecah Way, Mirrabooka",413000
"48 Nangkita Way, Kalamunda",875000
"48 Nicholas Crescent, Hilton",630000
"48 North Avenue, Bullsbrook",195000
"48 North Street, Cottesloe",1351000
"48 Northwood Street, West Leederville",925000
"48 Oceanic Drive, Floreat",1075000
"48 Orion Way, Marangaroo",465000
"48 Osten Drive, Langford",442000
"48 Owston Street, Mosman Park",2030000
"48 Paddington Street, North Perth",1195000
"48 Pearson Street, Ashfield",503000
"48 Peel Street, Jolimont",950000
"48 Peelfold Glen, Golden Bay",685000
"48 Philip Road, Dalkeith",1310000
"48 Ramorine Turn, Southern River",475000
"48 Roebuck Drive, Salter Point",930000
"48 Rossmoyne Drive, Rossmoyne",1610000
"48 Salesian Court, Queens Park",530000
"48 Salisbury Street, Leederville",850000
"48 San Jacinta Road, Seville Grove",339000
"48 Sebastian Crescent, Coolbellup",410000
"48 Sinagra Way, Yangebup",655000
"48 Smallman Crescent, Greenwood",565000
"48 Stevens Street, Fremantle",792000
"48 Strickland Street, Mount Claremont",2125000
"48 Tellen Street, Mullaloo",820000
"48 The Crescent, Maddington",385000
"48 Tokara Avenue, Henley Brook",405000
"48 Torenia Way, Yangebup",393000
"48 Torquata Boulevard, Helena Valley",515000
"48 Treave Street, Cloverdale",440000
"48 Ulcombe Street, Kenwick",380000
"48 Vellum Loop, Aveley",327500
"48 Viking Road, Dalkeith",2360000
"48 Villatella Gardens, Piara Waters",385000
"48 Waikiki Road, Safety Bay",375000
"48 Walanna Drive, Karawara",669000
"48 Waratah Avenue, Dalkeith",1900000
"48 Wellard Street, Serpentine",350000
"48 West Coast Drive, Marmion",2050000
"48 White Street, Osborne Park",697000
"48 Wilkins Street, Bellevue",455000
"48 Willeri Drive, Parkwood",405000
"48 Wilson Street, Bassendean",575000
"48 Woodbridge Drive, Cooloongup",299000
"48 Yandella Promenade, Tapping",488500
"48 York Street, North Perth",675000
"48 Zodiac Drive, Alkimos",479000
"480 Brooking Road, Mahogany Creek",490000
"480 Kilburn Road, Parkerville",485000
"481 Bickley Road, Kenwick",489000
"481 Kingsway, Landsdale",456500
"482 Marmion Street, Myaree",625000
"483 Warwick Road, Greenwood",500000
"484B Cambridge Street, Floreat",850000
"486 Marmion Street, Myaree",590000
"486A Great Eastern Highway, Greenmount",382500
"487 Cambridge Street, Floreat",1350000
"48A Abercairn Way, Parkwood",409000
"48A Challenger Place, Melville",460000
"48A Joondanna Drive, Joondanna",650000
"48A Mckenzie Way, Embleton",669900
"48A Moojebing Street, Bayswater",470000
"48A Mooro Drive, Mount Claremont",1000000
"48A Parkside Avenue, Mount Pleasant",915000
"48A Philip Road, Dalkeith",1350000
"48A Powell Street, Joondanna",685000
"48A Tasman Street, Mount Hawthorn",846000
"48B Beach Road, Watermans Bay",672000
"48B Coldwells Street, Bicton",1250000
"48B Davy Street, Alfred Cove",1730000
"48b Malcolm Street, North Beach",950000
"48B Pangbourne Street, Wembley",1080000
"48B Pulo Road, Brentwood",600000
"49 Acton Avenue, Rivervale",750000
"49 Adair Parade, Coolbinia",1050000
"49 Alvaston Drive, Carine",701000
"49 Amelia Street, Balcatta",890000
"49 Appleby Drive, Darch",547000
"49 Apsley Bend, Tapping",500000
"49 Araluen Crescent, Bertram",400000
"49 Ashley Road, Tapping",342500
"49 Azelia Street, Alexander Heights",513000
"49 Babbler Turn, Bennett Springs",430000
"49 Balaka Way, Queens Park",470000
"49 Barang Circuit, Karawara",800000
"49 Barrington Avenue, Champion Lakes",198000
"49 Baza Gardens, Maida Vale",585000
"49 Beach Road, Marmion",825000
"49 Beckworth Avenue, Kiara",350000
"49 Bennett Springs Drive, Bennett Springs",561000
"49 Blencowe Street, West Leederville",2200000
"49 Borah Court, Caversham",318000
"49 Bridgewater Crescent, Karrinyup",750000
"49 Broadhurst Crescent, Bateman",510000
"49 Bromfield Drive, Kelmscott",820000
"49 Burnett Avenue, Leeming",780000
"49 Canning Highway, East Fremantle",810000
"49 Cape Le Grand Avenue, Aubin Grove",570500
"49 Carnegie Parade, Success",522500
"49 Channel Drive, Heathridge",485000
"49 Cockman Road, Greenwood",455000
"49 Concord Terrace, Atwell",650000
"49 Cookham Road, Lathlain",575000
"49 Craigie Drive, Beldon",525000
"49 Crawshaw Crescent, Manning",1225000
"49 Dalyup Road, Southern River",630000
"49 David Street, Kensington",890000
"49 Delgado Parade, Iluka",760000
"49 Distinction Road, Wangara",1375000
"49 Donegal Road, Floreat",1785000
"49 Dongara Circle, Jane Brook",465000
"49 Doonan Road, Nedlands",1930000
"49 Drummer Way, Heathridge",480000
"49 Dunmore Circuit, Merriwa",330000
"49 Edwards Entrance, Stratton",299000
"49 Elstree Avenue, Coolbinia",1130000
"49 Emperor Avenue, Beldon",525000
"49 Farmer Avenue, Brookdale",144000
"49 Fleetwood Road, Lynwood",550000
"49 Fowey Loop, Mindarie",540000
"49 Garling Street, Kardinya",615000
"49 Gillings Parade, Wattle Grove",535000
"49 Glenbank Crescent, Kallaroo",470000
"49 Glyde Road, Lesmurdie",542000
"49 Gosford Meander, Ashby",564000
"49 Greenfield Crescent, Caversham",450000
"49 Halifax Boulevard, Mindarie",710000
"49 Hampshire Drive, Quinns Rocks",535000
"49 Hardey East Road, Wattle Grove",432000
"49 Hartwell Parade, Jandakot",695000
"49 Hefron Way, Parmelia",250000
"49 Honeywell Boulevard, Mirrabooka",422000
"49 Hubbard Way, Medina",259000
"49 Huntingdale Crescent, Connolly",795000
"49 Huntsman Terrace, Jane Brook",535000
"49 Jackson Road, Karawara",325000
"49 Jacqueline Street, Ashfield",285000
"49 Jinda Road, Koongamia",345000
"49 Jindalee Boulevard, Jindalee",913500
"49 John Street, North Fremantle",860000
"49 Kenton Way, Calista",170000
"49 Kerwin Way, Lockridge",405000
"49 Kilkenny Loop, Brookdale",382500
"49 La Spezia Drive, Secret Harbour",364500
"49 Lakevalley Drive, Edgewater",580000
"49 Lambertia Crescent, High Wycombe",532500
"49 Lateral Loop, Beldon",595000
"49 Leschenault Loop, Banksia Grove",425000
"49 Lincoln Road, Morley",285000
"49 Liriope Parkway, Sinagra",620000
"49 Longhurst Way, Queens Park",480000
"49 Lynn Street, Trigg",920000
"49 Mccourt Street, West Leederville",1370000
"49 McDonald Street, Herne Hill",360000
"49 Meridian Drive, Mullaloo",615000
"49 Milgun Drive, Yangebup",460000
"49 Minora Road, Dalkeith",2160000
"49 Mitra Loop, Bennett Springs",488000
"49 Monaco Avenue, North Lake",532000
"49 Montebello Avenue, Heathridge",587000
"49 Moojebing Street, Ashfield",495000
"49 MURDOCH DRIVE, Singleton",342000
"49 Needlewood Loop, Wandi",269000
"49 Newry Street, Floreat",1620000
"49 Northmore Crescent, Winthrop",815000
"49 Okehampton Road, Warnbro",569500
"49 Palmerston Street, Bassendean",545000
"49 Pavilion Circle, The Vines",555000
"49 Peake Way, Medina",325000
"49 Pitchford Avenue, Maddington",290000
"49 Poets Lane, Kalamunda",795000
"49 Polglase Fairway, Clarkson",423000
"49 Ritchie Drive, Rockingham",335000
"49 Salix Way, Forrestfield",360000
"49 Samphire Road, Canning Vale",628000
"49 Sandover Crescent, Winthrop",720000
"49 Santa Clara Crescent, Clarkson",390000
"49 Seagull Way, Yangebup",580000
"49 Sellenger Avenue, Samson",655000
"49 Semple Court, South Lake",579000
"49 Shaftesbury Avenue, Alexander Heights",410500
"49 Skeahan Street, Spearwood",715000
"49 Spiderlily Mews, Karrinyup",1265000
"49 St Stephens Crescent, Tapping",455000
"49 Stoneham Road, Attadale",1400000
"49 Strathclyde Circuit, Champion Lakes",205000
"49 Strickland Road, Ardross",1200000
"49 Suffolk Street, Caversham",540000
"49 Summerville Boulevard, Caversham",385000
"49 Tandara Fairway, Tapping",515000
"49 Terrapin Chase, East Cannington",535000
"49 The Circus, Burswood",1058000
"49 Tissington Drive, Darch",465000
"49 Tokara Avenue, Henley Brook",430000
"49 Ullinger Loop, Marangaroo",415000
"49 Vanderlin Crescent, Ridgewood",420000
"49 Vermilion Boulevard, Hilbert",795000
"49 Wanaping Road, Kenwick",445000
"49 Watling Avenue, Lynwood",580000
"49 Weatherley Drive, Two Rocks",410000
"49 Wentletrap Way, Mullaloo",542500
"49 Whimbrel Parade, Bennett Springs",475000
"49 White Gum Drive, Jane Brook",490000
"49 York Street, Beaconsfield",865000
"495 Fitzgerald Street, North Perth",760000
"495 Green Avenue, Armadale",189000
"495 Samuel Street, Mount Helena",615000
"496 Balfour Street, Southern River",540000
"496 Canning Highway, Attadale",520000
"49A First Avenue, Claremont",1175000
"49A Keane Street, Wembley",970000
"49A Lichfield Street, Victoria Park",640000
"49A Moira Avenue, Forrestfield",393000
"49A Pier Street, East Fremantle",1100000
"49A Rushton Street, Burswood",683000
"49A Wood Street, Inglewood",725000
"49A Wood Street, Swanbourne",1500000
"49B Albert Street, Bellevue",265000
"49B Sulman Road, Wembley Downs",800000
"49B West Coast Drive, Watermans Bay",1510000
"49C Boulton Street, Dianella",652500
"4a Aldercress Rise, Connolly",430000
"4A Baldwin Avenue, Mount Pleasant",1522000
"4A Barber Place, Riverton",742000
"4A Barney Street, Mount Hawthorn",627500
"4A Batavia Court, Port Kennedy",200000
"4A Campion Avenue, Balcatta",353000
"4a Cartmell Way, Balga",315000
"4a Chiswick Street, Wembley Downs",1300000
"4A Clune Avenue, West Leederville",2000000
"4A Crest Avenue, Mount Pleasant",1605000
"4a Custance Street, Lathlain",629000
"4A Enard Place, Ardross",1085000
"4A Gray Court, Mahogany Creek",440000
"4A Head Street, Melville",695000
"4A Henrietta Street, Bayswater",440000
"4A Heracles Avenue, Riverton",520000
"4A Highland Rise, Piara Waters",420000
"4A Jackman Street, Willagee",480000
"4A Kasarina Road, Riverton",875000
"4A Kings Court, Carine",465000
"4A Latham Street, Alfred Cove",699000
"4a Luth Avenue, Daglish",1100000
"4A Mahlberg Avenue, Woodlands",675000
"4a Marchamley Street, Carlisle",480000
"4A Noranda Avenue, Noranda",472500
"4A Orana Crescent, Brentwood",1120000
"4A Patfield Street, Myaree",450000
"4A Priscilla Avenue, Beldon",515000
"4A Queenscliff Parade, Quinns Rocks",600000
"4A Queenscliffe Road, Doubleview",695000
"4A Strickland Road, Ardross",685000
"4A Tewson Road, Camillo",322500
"4A Tidewater Way, Ascot",838100
"4A TORRIDON STREET, Ardross",1050000
"4A Unwin Crescent, Salter Point",1140000
"4A Veitch Street, Bayswater",850000
"4A Ventnor Avenue, Mount Pleasant",2000000
"4A Vesta Crescent, Shelley",910000
"4a View Road, Mount Pleasant",1200000
"4A Widdicombe Street, Myaree",695000
"4B Blinco Street, Fremantle",665000
"4B Cambey Way, Brentwood",585000
"4B Cass Boulevard, Darch",440000
"4B Dampiera Way, Ferndale",265000
"4B Denny Way, Alfred Cove",1240000
"4B Gray Court, Mahogany Creek",448000
"4B Hilo Place, Warnbro",239000
"4B Mercury Street, Carlisle",470000
"4B Okely Road, Carine",499000
"4B Pepler Avenue, Salter Point",905000
"4B Pritchard Street, Kewdale",542000
"4B Queenscliff Parade, Quinns Rocks",590000
"4B Rush Cove, Gwelup",520000
"4B Sain Road, Coogee",485000
"4B Waroonga Road, Nedlands",958000
"4B Warsaw Place, Joondanna",430000
"4C John Street, Mount Lawley",570000
"5 Aachen Crescent, Gwelup",606000
"5 Abadan Road, Southern River",536000
"5 Abba Place, Merriwa",325000
"5 Abingdon Road, Swan View",290000
"5 Abitibi Turn, Joondalup",520000
"5 Acalypha View, Yangebup",455000
"5 Acapulco Way, Southern River",538000
"5 Ada Street, South Fremantle",1550000
"5 Adelong Circuit, Merriwa",335000
"5 Adelphi Street, Bayswater",590000
"5 Adler Street, Ashby",547000
"5 Adromeda Link, Aubin Grove",760000
"5 Agathis Close, Woodvale",720000
"5 Alandale Road, Greenmount",546000
"5 Alstonia Way, Bennett Springs",970000
"5 Altone Road, Lockridge",435000
"5 Amboy Lane, Canning Vale",530000
"5 Amethyst Place, Maida Vale",454000
"5 Amherst Road, Woodbridge",390000
"5 Andre Close, Hamilton Hill",570000
"5 Anitra Court, Coogee",925000
"5 Antonio Street, Coolbellup",388000
"5 Apara Place, Koongamia",238000
"5 Apollo Way, Carlisle",795000
"5 Arbon Way, Lockridge",383000
"5 Ariel Court, Alexander Heights",560000
"5 Aries Court, Shelley",1300000
"5 Armada Close, Port Kennedy",330000
"5 Armstrong Road, Wilson",680000
"5 Ashfield Parade, Ashfield",705000
"5 Ashstead Street, Sawyers Valley",114850
"5 Ashurst Way, Hocking",545000
"5 Athenny Way, Darch",430000
"5 Atkinson Court, Stratton",362000
"5 Augusta Grove, Yanchep",260000
"5 Ava Court, Quinns Rocks",630000
"5 Avon Crescent, Atwell",557500
"5 Avon Road, Yanchep",300000
"5 Ayres Road, Stoneville",605000
"5 Babbler Turn, Bennett Springs",410000
"5 Ballantine Road, Warwick",555000
"5 Baloo Place, Koongamia",296000
"5 Baltusrol Rise, Connolly",670000
"5 Balwarra Way, Quinns Rocks",460000
"5 Banchory Way, The Vines",570000
"5 Bancombe Crescent, Ellenbrook",323000
"5 Banken Court, Forrestdale",495000
"5 Banksia Road, Camillo",228000
"5 Banool Crescent, City Beach",1510000
"5 Banyan Close, Marangaroo",390000
"5 Barang Circuit, Karawara",500000
"5 Barbados Link, Langford",440000
"5 Barcoo Mews, South Guildford",840000
"5 Bardoc Court, Hillman",325000
"5 Barnden Road, Helena Valley",590000
"5 Barrington Avenue, Champion Lakes",187000
"5 Barrow Crescent, North Coogee",1150000
"5 Barter Place, Warnbro",314000
"5 Bartlett Street, Willagee",470000
"5 Batavia Way, Salter Point",1438000
"5 Battery Road, Parkerville",460000
"5 Bavich Road, Armadale",258000
"5 Baxendale Way, Camillo",305000
"5 Beacon Way, Singleton",567500
"5 Bedford Road, Ardross",1300000
"5 Beechcroft Place, Camillo",365500
"5 Beetzee Way, Champion Lakes",370000
"5 Belcastro Way, Madeley",559000
"5 Belfast Crescent, Ridgewood",395000
"5 Belfry Way, Wattle Grove",615000
"5 Belhus Court, Tapping",425000
"5 Belmez Turn, Port Kennedy",319000
"5 Belvoir Crescent, Orelia",400000
"5 Benedick Road, Coolbellup",525000
"5 Benowa Drive, Glen Forrest",425000
"5 Berehaven Avenue, Thornlie",320000
"5 Berkeley Loop, Piara Waters",475000
"5 Berrington Pass, Quinns Rocks",825000
"5 Berrington Trail, The Vines",835000
"5 Bertie Street, Guildford",580000
"5 Bibbulmun Entrance, Sinagra",482500
"5 Binar Court, South Guildford",529000
"5 Binstead Court, Koondoola",410000
"5 Blanc Close, Caversham",396000
"5 Blenheim Place, Swan View",475000
"5 Blue Mountain Link, Merriwa",350000
"5 Blue Wren Close, Serpentine",410000
"5 Bobtail Close, Brookdale",378000
"5 Bocklin Road, Ashby",485000
"5 Bolderwood Drive, South Lake",417500
"5 Bolton Way, Orelia",305000
"5 Bond Street, Mosman Park",1515000
"5 Bonfield Drive, Landsdale",640000
"5 Bonnard Crescent, Ashby",478000
"5 Bonville Glen, Jandakot",717000
"5 Boogalla Court, South Lake",565000
"5 Booligal Street, Lesmurdie",440000
"5 Boona Court, Karawara",520000
"5 Borealis Drive, Baldivis",405000
"5 Boronia Court, Greenwood",469000
"5 Bossea Place, Ferndale",465000
"5 Bourke View, Jane Brook",540000
"5 Bourne Court, Huntingdale",500000
"5 Bowood Cove, Kiara",550000
"5 Boya Crescent, Boya",545000
"5 Boyle Road, Ridgewood",415000
"5 Boynton Gardens, Iluka",785000
"5 Bradbury Place, Alexander Heights",465000
"5 Bradley Court, Samson",680000
"5 Bradley Way, Lockridge",421000
"5 Bramwell Road, Noranda",530000
"5 Brasted Way, Butler",370000
"5 Brentwood Way, The Vines",600000
"5 Brett Place, Gosnells",219000
"5 Bridges Rise, Kiara",360000
"5 Brindabella Avenue, Aubin Grove",640000
"5 Brinkley Street, Cannington",573000
"5 Broadway Road, Bickley",355000
"5 Brooklea Place, Ferndale",640000
"5 Brushfield Way, Gwelup",840000
"5 Bryden Road, Carmel",255000
"5 Bucat Street, Hamilton Hill",595000
"5 Buchan Close, Spearwood",490000
"5 Buchanan Rise, Coogee",795000
"5 Bulbine Vista, Bennett Springs",540000
"5 Bunter Court, Leeming",840000
"5 Burdett Place, Padbury",590000
"5 Burela Way, Port Kennedy",398000
"5 Butson Street, Hilton",695000
"5 Buttercup Crescent, High Wycombe",525000
"5 Byrne Court, South Guildford",642000
"5 Caffery Place, Hamilton Hill",440000
"5 CALABAR COURT, Merriwa",365000
"5 Calita Pass, Carramar",695000
"5 Callan Close, Waterford",930000
"5 Calliandra Place, Roleystone",525000
"5 Calume Street, Hillman",211000
"5 Calway Rise, Kiara",547000
"5 Calytrix Road, Roleystone",745000
"5 Camber Link, Alkimos",400000
"5 Canavan Crescent, Manning",959000
"5 Candlebark Place, South Lake",376000
"5 Cardiff Lane, Woodbridge",750000
"5 Cariati Close, Secret Harbour",400000
"5 Carina Loop, Ocean Reef",960000
"5 Carlindie Way, Ellenbrook",430000
"5 Carlton Turn, Currambine",480000
"5 Carnarvon Street, East Victoria Park",560000
"5 Carr Street, Beaconsfield",840050
"5 Carroll Pass, Langford",520000
"5 Carstairs Court, Beechboro",367000
"5 Cashmere Gardens, Ballajura",450000
"5 Casitas Street, Champion Lakes",455000
"5 Cassard Court, Ferndale",427500
"5 Cassatt Street, Ashby",430000
"5 Castle Road, Woodlands",1850000
"5 Catalpa Crescent, South Lake",455000
"5 Catenary Court, Mullaloo",640000
"5 Catlin Court, Gosnells",305000
"5 Cauthern Grove, Byford",510000
"5 Cavendish Way, Victoria Park",820000
"5 Centaur Circle, Woodbridge",910000
"5 Chambered Way, Jindalee",510000
"5 Champagny Way, Secret Harbour",369500
"5 Champions Court, Connolly",742250
"5 Champlain Road, Secret Harbour",375000
"5 Chantry Place, Kiara",418000
"5 Chapel Street, Baldivis",350000
"5 Charles Street, Byford",590000
"5 Charleston Road, Eglinton",515000
"5 Charm Way, Atwell",555000
"5 Charnley Gardens, Burswood",1130000
"5 Charnley Link, Wanneroo",402500
"5 Chase Mews, Atwell",360000
"5 Cheney Loop, Secret Harbour",360000
"5 Chester Street, South Fremantle",1050000
"5 Chianti Court, Pearsall",330000
"5 Chine Place, Hamersley",610000
"5 Chittawarra Court, Glen Forrest",425000
"5 Chrisp Place, Yanchep",370000
"5 Christina Street, Hazelmere",285000
"5 Chuditch Close, Brookdale",325000
"5 Cinnabar Bend, Aveley",354000
"5 Clarence Street, Mount Lawley",1265000
"5 Clarence Street, Tuart Hill",460000
"5 Claret Place, Mount Richon",680000
"5 Claymore Close, Guildford",620000
"5 Clipson Crescent, Mundaring",672000
"5 Club Place, Cooloongup",285000
"5 Clubb Court, Winthrop",910000
"5 Clybucca Place, Armadale",220000
"5 Clyde Court, Wanneroo",685000
"5 COBINE RISE, Parmelia",150000
"5 Coglan Close, Murdoch",1100000
"5 College Road, Gooseberry Hill",1300000
"5 Colleran Way, Booragoon",850000
"5 Collyer Street, Belmont",325000
"5 Colson Close, Hillarys",710000
"5 Columba Place, Peppermint Grove",2100000
"5 Columbus Mews, Currambine",490000
"5 Coma Place, Beldon",140000
"5 Congressional Crescent, Connolly",785000
"5 Connelly Way, Booragoon",900000
"5 Coolga Road, Koongamia",375000
"5 Coolum Mews, Jandakot",685000
"5 Cootamundra Way, Maida Vale",835000
"5 COOTHA COURT, Ballajura",400000
"5 Corella Street, Stirling",710000
"5 Cornhill Crescent, Alexander Heights",455000
"5 Cortona Grove, Sinagra",436000
"5 Corwin Lane, Currambine",438000
"5 Cousens Street, Jarrahdale",380000
"5 Cowra Turn, Aveley",630000
"5 Cozens Road, Tapping",460000
"5 Crab Cove, Mindarie",485000
"5 Craig Place, Winthrop",1800000
"5 Craig Street, Wembley Downs",1135000
"5 Creswick Cross, Kiara",410000
"5 Crisp Place, Karrinyup",1012000
"5 Cristata Terrace, Darch",510000
"5 Crown Terrace, Coogee",680000
"5 Curalo Mews, South Lake",445000
"5 Curran Court, Kalamunda",725000
"5 Cuvier Grove, Wanneroo",510000
"5 Cyclamen Court, Wanneroo",985000
"5 Cygnet Place, Forrestdale",390000
"5 Cygnus Parade, Waterford",1120000
"5 Cygnus Road, Ascot",815000
"5 Dale Street, South Fremantle",922500
"5 Daleview Close, Glen Forrest",645000
"5 Dalvik Avenue, Merriwa",330000
"5 Damperia Green, Sinagra",485000
"5 Danja Rise, Hocking",435000
"5 Danti Link, Darch",680000
"5 Darby Street, Bayswater",560000
"5 Darius Drive, Kwinana Town Centre",159400
"5 Darlot Crescent, South Perth",1375000
"5 Darter Close, Beeliar",360000
